"","seqnames","start","freq","utr5_len","ss"
"478","ENSDART00000004217",183,1,152,30
"479","ENSDART00000004217",225,1,152,72
"480","ENSDART00000004217",300,2,152,147
"481","ENSDART00000004217",303,2,152,150
"482","ENSDART00000004217",315,1,152,162
"483","ENSDART00000004217",318,1,152,165
"484","ENSDART00000004217",339,2,152,186
"485","ENSDART00000004217",1341,1,152,1188
"486","ENSDART00000004217",1506,2,152,1353
"488","ENSDART00000004220",240,1,221,18
"489","ENSDART00000004220",495,1,221,273
"490","ENSDART00000004220",978,1,221,756
"492","ENSDART00000004238",562,1,135,426
"493","ENSDART00000004238",757,1,135,621
"494","ENSDART00000004238",898,1,135,762
"495","ENSDART00000004277",400,2,369,30
"496","ENSDART00000004277",409,1,369,39
"497","ENSDART00000004277",463,1,369,93
"498","ENSDART00000004277",1033,1,369,663
"499","ENSDART00000004277",1153,1,369,783
"500","ENSDART00000004277",1165,1,369,795
"501","ENSDART00000004277",1174,1,369,804
"502","ENSDART00000004277",1216,1,369,846
"503","ENSDART00000004277",1432,2,369,1062
"504","ENSDART00000004277",1777,1,369,1407
"505","ENSDART00000004277",1894,1,369,1524
"506","ENSDART00000004277",2389,1,369,2019
"507","ENSDART00000004277",2578,2,369,2208
"508","ENSDART00000004277",2584,2,369,2214
"509","ENSDART00000004277",2764,2,369,2394
"510","ENSDART00000004277",2824,1,369,2454
"511","ENSDART00000004277",2917,1,369,2547
"512","ENSDART00000004277",2962,1,369,2592
"513","ENSDART00000004277",3256,1,369,2886
"514","ENSDART00000004277",4177,1,369,3807
"515","ENSDART00000004277",4252,1,369,3882
"516","ENSDART00000004277",4894,2,369,4524
"517","ENSDART00000004277",4951,2,369,4581
"518","ENSDART00000004357",150,1,131,18
"519","ENSDART00000004357",477,1,131,345
"520","ENSDART00000004357",870,1,131,738
"521","ENSDART00000004357",1482,1,131,1350
"522","ENSDART00000004357",2562,1,131,2430
"523","ENSDART00000004357",3228,1,131,3096
"524","ENSDART00000004365",112,1,66,45
"525","ENSDART00000004365",283,1,66,216
"527","ENSDART00000004398",142,1,96,45
"528","ENSDART00000004398",166,1,96,69
"529","ENSDART00000004398",259,1,96,162
"530","ENSDART00000004398",286,1,96,189
"531","ENSDART00000004398",943,2,96,846
"532","ENSDART00000004398",946,1,96,849
"533","ENSDART00000004474",214,2,84,129
"534","ENSDART00000004474",319,2,84,234
"535","ENSDART00000004474",556,1,84,471
"536","ENSDART00000004474",601,2,84,516
"537","ENSDART00000004474",604,1,84,519
"538","ENSDART00000004474",853,1,84,768
"539","ENSDART00000004504",470,1,376,93
"540","ENSDART00000004504",476,1,376,99
"541","ENSDART00000004504",1046,1,376,669
"542","ENSDART00000004504",1169,1,376,792
"543","ENSDART00000004504",1853,1,376,1476
"544","ENSDART00000004504",2132,1,376,1755
"545","ENSDART00000004504",2315,1,376,1938
"546","ENSDART00000004521",347,1,316,30
"547","ENSDART00000004521",350,1,316,33
"548","ENSDART00000004521",488,1,316,171
"549","ENSDART00000004521",1544,1,316,1227
"550","ENSDART00000004521",1607,1,316,1290
"551","ENSDART00000004539",200,1,70,129
"552","ENSDART00000004539",314,2,70,243
"553","ENSDART00000004601",160,1,132,27
"554","ENSDART00000004601",190,1,132,57
"555","ENSDART00000004601",265,1,132,132
"556","ENSDART00000004601",454,1,132,321
"557","ENSDART00000004622",223,2,39,183
"558","ENSDART00000004622",229,1,39,189
"559","ENSDART00000004622",286,2,39,246
"560","ENSDART00000004622",361,1,39,321
"561","ENSDART00000004622",496,2,39,456
"562","ENSDART00000004622",505,2,39,465
"563","ENSDART00000004622",574,2,39,534
"564","ENSDART00000004622",577,1,39,537
"565","ENSDART00000004622",940,1,39,900
"566","ENSDART00000004622",1231,1,39,1191
"570","ENSDART00000004626",95,2,70,24
"571","ENSDART00000004626",98,1,70,27
"572","ENSDART00000004626",293,2,70,222
"573","ENSDART00000004626",572,1,70,501
"574","ENSDART00000004626",623,2,70,552
"575","ENSDART00000004626",677,1,70,606
"576","ENSDART00000004655",602,1,424,177
"577","ENSDART00000004656",366,1,125,240
"578","ENSDART00000004656",372,1,125,246
"581","ENSDART00000004664",354,2,128,225
"582","ENSDART00000004664",438,1,128,309
"583","ENSDART00000004664",459,1,128,330
"584","ENSDART00000004664",633,1,128,504
"585","ENSDART00000004664",1068,1,128,939
"586","ENSDART00000004664",1083,1,128,954
"587","ENSDART00000004664",1092,1,128,963
"588","ENSDART00000004664",1155,2,128,1026
"591","ENSDART00000004716",191,1,58,132
"592","ENSDART00000004716",392,1,58,333
"593","ENSDART00000004716",767,1,58,708
"594","ENSDART00000004716",845,2,58,786
"595","ENSDART00000004721",793,1,111,681
"596","ENSDART00000004721",826,1,111,714
"598","ENSDART00000004739",186,1,146,39
"599","ENSDART00000004739",690,1,146,543
"600","ENSDART00000004739",1011,1,146,864
"601","ENSDART00000004739",1020,1,146,873
"602","ENSDART00000004739",1119,1,146,972
"603","ENSDART00000004745",283,1,117,165
"604","ENSDART00000004745",721,1,117,603
"605","ENSDART00000004745",889,1,117,771
"606","ENSDART00000004751",447,1,89,357
"607","ENSDART00000004780",1535,1,37,1497
"608","ENSDART00000004780",1919,1,37,1881
"609","ENSDART00000004780",2438,1,37,2400
"610","ENSDART00000004782",428,2,61,366
"611","ENSDART00000004782",1040,1,61,978
"612","ENSDART00000004782",1238,2,61,1176
"613","ENSDART00000004782",1853,1,61,1791
"614","ENSDART00000004782",1868,1,61,1806
"615","ENSDART00000004782",2063,2,61,2001
"617","ENSDART00000004812",103,1,69,33
"618","ENSDART00000004812",112,1,69,42
"619","ENSDART00000004812",118,1,69,48
"620","ENSDART00000004812",226,1,69,156
"621","ENSDART00000004812",229,1,69,159
"622","ENSDART00000004812",244,1,69,174
"623","ENSDART00000004812",487,1,69,417
"624","ENSDART00000004812",541,1,69,471
"625","ENSDART00000004812",808,1,69,738
"626","ENSDART00000004812",811,1,69,741
"627","ENSDART00000004879",158,1,127,30
"628","ENSDART00000004879",176,1,127,48
"629","ENSDART00000004879",191,1,127,63
"630","ENSDART00000004879",209,1,127,81
"631","ENSDART00000004879",242,2,127,114
"632","ENSDART00000004879",365,2,127,237
"633","ENSDART00000004879",374,2,127,246
"634","ENSDART00000004879",839,1,127,711
"635","ENSDART00000004879",851,1,127,723
"636","ENSDART00000004879",881,1,127,753
"637","ENSDART00000004879",884,1,127,756
"638","ENSDART00000004879",977,1,127,849
"639","ENSDART00000004879",1328,1,127,1200
"642","ENSDART00000004896",219,1,203,15
"643","ENSDART00000004896",957,2,203,753
"644","ENSDART00000004896",1308,1,203,1104
"645","ENSDART00000004896",1572,2,203,1368
"646","ENSDART00000004896",1575,1,203,1371
"647","ENSDART00000004896",1668,1,203,1464
"648","ENSDART00000004896",1689,2,203,1485
"649","ENSDART00000004896",1833,1,203,1629
"650","ENSDART00000004899",163,1,147,15
"651","ENSDART00000004899",328,2,147,180
"652","ENSDART00000004899",493,1,147,345
"653","ENSDART00000004899",508,1,147,360
"654","ENSDART00000004899",898,1,147,750
"655","ENSDART00000004899",964,1,147,816
"656","ENSDART00000004899",1633,1,147,1485
"657","ENSDART00000004903",396,1,362,33
"658","ENSDART00000004903",822,1,362,459
"659","ENSDART00000004903",1089,2,362,726
"660","ENSDART00000004903",1092,2,362,729
"661","ENSDART00000004903",1191,1,362,828
"662","ENSDART00000004903",1194,1,362,831
"667","ENSDART00000004920",103,1,87,15
"668","ENSDART00000004920",367,1,87,279
"669","ENSDART00000004920",376,2,87,288
"670","ENSDART00000004920",478,1,87,390
"671","ENSDART00000004920",520,2,87,432
"672","ENSDART00000004923",366,1,191,174
"673","ENSDART00000004964",283,1,261,21
"674","ENSDART00000004964",391,1,261,129
"676","ENSDART00000005021",417,1,173,243
"677","ENSDART00000005021",621,1,173,447
"678","ENSDART00000005021",636,1,173,462
"679","ENSDART00000005021",690,2,173,516
"680","ENSDART00000005021",696,1,173,522
"681","ENSDART00000005021",807,1,173,633
"682","ENSDART00000005021",951,1,173,777
"683","ENSDART00000005021",1263,1,173,1089
"684","ENSDART00000005021",1281,2,173,1107
"685","ENSDART00000005021",1563,1,173,1389
"686","ENSDART00000005021",1653,2,173,1479
"687","ENSDART00000005021",1758,1,173,1584
"688","ENSDART00000005021",1989,1,173,1815
"689","ENSDART00000005027",662,1,133,528
"690","ENSDART00000005067",118,1,27,90
"691","ENSDART00000005067",136,1,27,108
"692","ENSDART00000005067",142,2,27,114
"693","ENSDART00000005067",232,1,27,204
"694","ENSDART00000005067",424,1,27,396
"695","ENSDART00000005067",559,1,27,531
"696","ENSDART00000005067",1222,1,27,1194
"697","ENSDART00000005112",246,1,185,60
"698","ENSDART00000005112",384,1,185,198
"699","ENSDART00000005112",396,1,185,210
"701","ENSDART00000005119",234,1,155,78
"702","ENSDART00000005119",339,1,155,183
"703","ENSDART00000005119",342,2,155,186
"704","ENSDART00000005119",978,2,155,822
