"","seqnames","start","freq","utr5_len","ss"
"121","ENSMUST00000000505",832,1,666,165
"122","ENSMUST00000000505",898,1,666,231
"123","ENSMUST00000000505",973,1,666,306
"124","ENSMUST00000000505",1468,1,666,801
"125","ENSMUST00000000505",1537,1,666,870
"126","ENSMUST00000000505",1663,1,666,996
"127","ENSMUST00000000505",1903,1,666,1236
"128","ENSMUST00000000543",342,1,95,246
"129","ENSMUST00000000543",354,1,95,258
"130","ENSMUST00000000543",411,1,95,315
"131","ENSMUST00000000543",546,1,95,450
"132","ENSMUST00000000544",262,1,78,183
"133","ENSMUST00000000544",931,1,78,852
"134","ENSMUST00000000544",1345,1,78,1266
"135","ENSMUST00000000579",377,1,361,15
"136","ENSMUST00000000579",1205,1,361,843
"137","ENSMUST00000000579",1319,1,361,957
"141","ENSMUST00000000590",613,1,552,60
"142","ENSMUST00000000590",697,1,552,144
"143","ENSMUST00000000590",727,1,552,174
"144","ENSMUST00000000590",907,1,552,354
"145","ENSMUST00000000590",1117,1,552,564
"146","ENSMUST00000000590",1444,1,552,891
"147","ENSMUST00000000590",2239,1,552,1686
"148","ENSMUST00000000594",99,1,74,24
"149","ENSMUST00000000594",105,1,74,30
"150","ENSMUST00000000594",492,1,74,417
"153","ENSMUST00000000642",1012,1,474,537
"154","ENSMUST00000000642",2800,1,474,2325
"155","ENSMUST00000000642",3121,1,474,2646
"156","ENSMUST00000000707",529,1,144,384
"157","ENSMUST00000000707",733,1,144,588
"158","ENSMUST00000000707",2023,1,144,1878
"159","ENSMUST00000000724",786,1,359,426
"160","ENSMUST00000000724",846,1,359,486
"161","ENSMUST00000000724",948,1,359,588
"162","ENSMUST00000000724",1140,1,359,780
"163","ENSMUST00000000724",2451,1,359,2091
"164","ENSMUST00000000727",317,1,181,135
"165","ENSMUST00000000727",491,1,181,309
"166","ENSMUST00000000727",662,1,181,480
"167","ENSMUST00000000727",740,1,181,558
"168","ENSMUST00000000727",788,1,181,606
"171","ENSMUST00000000746",507,1,137,369
"173","ENSMUST00000000756",208,1,102,105
"174","ENSMUST00000000756",511,1,102,408
"175","ENSMUST00000000756",721,1,102,618
"177","ENSMUST00000000759",269,1,88,180
"178","ENSMUST00000000767",161,1,52,108
"179","ENSMUST00000000767",440,1,52,387
"180","ENSMUST00000000767",791,1,52,738
"181","ENSMUST00000000767",833,1,52,780
"182","ENSMUST00000000767",1346,1,52,1293
"183","ENSMUST00000000767",1349,1,52,1296
"184","ENSMUST00000000767",1388,1,52,1335
"185","ENSMUST00000000767",1940,1,52,1887
"187","ENSMUST00000000776",1131,1,218,912
"188","ENSMUST00000000776",1539,1,218,1320
"189","ENSMUST00000000776",1542,1,218,1323
"190","ENSMUST00000000776",1728,1,218,1509
"191","ENSMUST00000000776",2061,1,218,1842
"192","ENSMUST00000000776",2103,1,218,1884
"193","ENSMUST00000000776",2112,1,218,1893
"194","ENSMUST00000000776",2373,1,218,2154
"195","ENSMUST00000000793",1138,1,144,993
"198","ENSMUST00000000804",342,1,143,198
"199","ENSMUST00000000804",345,1,143,201
"200","ENSMUST00000000804",507,1,143,363
"201","ENSMUST00000000804",798,1,143,654
"202","ENSMUST00000000804",882,1,143,738
"203","ENSMUST00000000804",885,1,143,741
"204","ENSMUST00000000804",1560,1,143,1416
"205","ENSMUST00000000804",1566,1,143,1422
"207","ENSMUST00000000844",422,1,133,288
"208","ENSMUST00000000844",599,1,133,465
"209","ENSMUST00000000924",932,1,49,882
"210","ENSMUST00000000924",1166,1,49,1116
"212","ENSMUST00000000925",286,1,222,63
"213","ENSMUST00000000925",892,1,222,669
"214","ENSMUST00000000925",1117,1,222,894
"215","ENSMUST00000000925",1168,1,222,945
"216","ENSMUST00000000925",1171,1,222,948
"217","ENSMUST00000000940",581,1,31,549
"218","ENSMUST00000000940",1295,1,31,1263
"220","ENSMUST00000000984",283,1,267,15
"221","ENSMUST00000000984",1111,1,267,843
"222","ENSMUST00000000984",1432,1,267,1164
"225","ENSMUST00000000985",72,1,14,57
"226","ENSMUST00000000985",300,1,14,285
"227","ENSMUST00000000985",804,1,14,789
"228","ENSMUST00000000985",870,1,14,855
"229","ENSMUST00000000985",1293,1,14,1278
"230","ENSMUST00000000985",1296,1,14,1281
"231","ENSMUST00000001002",373,1,27,345
"232","ENSMUST00000001002",625,1,27,597
"233","ENSMUST00000001002",721,1,27,693
"234","ENSMUST00000001002",763,1,27,735
"235","ENSMUST00000001002",2263,1,27,2235
"236","ENSMUST00000001002",2605,1,27,2577
"237","ENSMUST00000001002",2686,1,27,2658
"238","ENSMUST00000001002",2803,1,27,2775
"239","ENSMUST00000001002",3346,1,27,3318
"240","ENSMUST00000001042",185,1,40,144
"241","ENSMUST00000001042",857,1,40,816
"242","ENSMUST00000001042",1079,1,40,1038
"243","ENSMUST00000001042",1124,1,40,1083
"244","ENSMUST00000001043",2234,1,1636,597
"245","ENSMUST00000001043",2258,1,1636,621
"246","ENSMUST00000001046",89,1,52,36
"247","ENSMUST00000001051",439,1,357,81
"248","ENSMUST00000001051",535,1,357,177
"249","ENSMUST00000001063",536,1,286,249
"250","ENSMUST00000001063",2066,1,286,1779
"251","ENSMUST00000001079",1278,1,239,1038
"252","ENSMUST00000001079",2094,1,239,1854
"253","ENSMUST00000001079",3084,1,239,2844
"254","ENSMUST00000001080",1312,1,195,1116
"256","ENSMUST00000001081",1060,1,354,705
"257","ENSMUST00000001081",1474,1,354,1119
"258","ENSMUST00000001081",1483,1,354,1128
"259","ENSMUST00000001108",231,1,71,159
"260","ENSMUST00000001108",492,1,71,420
"261","ENSMUST00000001108",651,2,71,579
"262","ENSMUST00000001108",699,1,71,627
"263","ENSMUST00000001108",882,1,71,810
"264","ENSMUST00000001108",1137,1,71,1065
"265","ENSMUST00000001108",1965,1,71,1893
"266","ENSMUST00000001108",1968,1,71,1896
"267","ENSMUST00000001109",895,1,279,615
"268","ENSMUST00000001109",1627,1,279,1347
"269","ENSMUST00000001115",311,1,175,135
"270","ENSMUST00000001115",1460,1,175,1284
"271","ENSMUST00000001115",1778,1,175,1602
"272","ENSMUST00000001115",1781,1,175,1605
"273","ENSMUST00000001116",205,1,114,90
"274","ENSMUST00000001116",1987,1,114,1872
"277","ENSMUST00000001125",458,1,55,402
"278","ENSMUST00000001125",497,1,55,441
"279","ENSMUST00000001125",575,1,55,519
"281","ENSMUST00000001127",135,1,119,15
"282","ENSMUST00000001127",141,1,119,21
"283","ENSMUST00000001127",159,1,119,39
"284","ENSMUST00000001127",336,1,119,216
"285","ENSMUST00000001127",924,1,119,804
"286","ENSMUST00000001147",2680,1,255,2424
"287","ENSMUST00000001147",2998,1,255,2742
"288","ENSMUST00000001147",3220,1,255,2964
"289","ENSMUST00000001148",652,1,264,387
"290","ENSMUST00000001148",871,1,264,606
"291","ENSMUST00000001155",420,1,137,282
"292","ENSMUST00000001155",1050,1,137,912
"293","ENSMUST00000001179",412,1,294,117
"294","ENSMUST00000001179",1123,1,294,828
"295","ENSMUST00000001179",1660,1,294,1365
"296","ENSMUST00000001179",1663,1,294,1368
"297","ENSMUST00000001179",4234,1,294,3939
"298","ENSMUST00000001179",4255,1,294,3960
"299","ENSMUST00000001179",4426,1,294,4131
"300","ENSMUST00000001179",5641,1,294,5346
"301","ENSMUST00000001179",6223,1,294,5928
"302","ENSMUST00000001179",6226,1,294,5931
"303","ENSMUST00000001179",9001,1,294,8706
"304","ENSMUST00000001181",418,1,393,24
"305","ENSMUST00000001181",3340,1,393,2946
"306","ENSMUST00000001181",3343,1,393,2949
"307","ENSMUST00000001185",1133,1,214,918
"308","ENSMUST00000001185",1163,1,214,948
"309","ENSMUST00000001186",61,1,42,18
"310","ENSMUST00000001186",256,1,42,213
"311","ENSMUST00000001187",174,1,119,54
"312","ENSMUST00000001187",177,1,119,57
"313","ENSMUST00000001202",1725,1,266,1458
"314","ENSMUST00000001202",1932,1,266,1665
"315","ENSMUST00000001202",2142,1,266,1875
"316","ENSMUST00000001202",2253,1,266,1986
"317","ENSMUST00000001204",166,1,15,150
"318","ENSMUST00000001204",403,1,15,387
"319","ENSMUST00000001204",445,1,15,429
"320","ENSMUST00000001240",1190,1,340,849
"321","ENSMUST00000001240",1193,1,340,852
"322","ENSMUST00000001242",661,1,39,621
"323","ENSMUST00000001242",727,1,39,687
"325","ENSMUST00000001258",269,1,253,15
"326","ENSMUST00000001258",371,1,253,117
"327","ENSMUST00000001258",374,1,253,120
"328","ENSMUST00000001258",392,1,253,138
"329","ENSMUST00000001258",416,1,253,162
"330","ENSMUST00000001258",422,1,253,168
"331","ENSMUST00000001258",443,1,253,189
"332","ENSMUST00000001258",446,1,253,192
"333","ENSMUST00000001258",779,1,253,525
"334","ENSMUST00000001258",998,2,253,744
"335","ENSMUST00000001258",1574,1,253,1320
"336","ENSMUST00000001279",439,1,291,147
"337","ENSMUST00000001279",514,1,291,222
"338","ENSMUST00000001279",1732,1,291,1440
"340","ENSMUST00000001304",143,1,124,18
"341","ENSMUST00000001304",380,1,124,255
"342","ENSMUST00000001304",761,1,124,636
"343","ENSMUST00000001304",1217,1,124,1092
"344","ENSMUST00000001319",778,1,159,618
"345","ENSMUST00000001319",853,1,159,693
"346","ENSMUST00000001319",922,1,159,762
"348","ENSMUST00000001326",61,2,36,24
"349","ENSMUST00000001326",265,1,36,228
"350","ENSMUST00000001326",313,1,36,276
"351","ENSMUST00000001326",538,1,36,501
"352","ENSMUST00000001326",658,1,36,621
"353","ENSMUST00000001326",1075,1,36,1038
"354","ENSMUST00000001326",1804,1,36,1767
"355","ENSMUST00000001331",85,1,0,84
"356","ENSMUST00000001331",322,1,0,321
"357","ENSMUST00000001331",325,1,0,324
"358","ENSMUST00000001339",120,1,50,69
"359","ENSMUST00000001339",126,1,50,75
"360","ENSMUST00000001339",153,1,50,102
"361","ENSMUST00000001339",177,1,50,126
"362","ENSMUST00000001384",379,1,75,303
"363","ENSMUST00000001412",430,1,141,288
"364","ENSMUST00000001412",1513,1,141,1371
"365","ENSMUST00000001412",1699,1,141,1557
"366","ENSMUST00000001412",1744,1,141,1602
"367","ENSMUST00000001412",2155,1,141,2013
"368","ENSMUST00000001412",2533,1,141,2391
"372","ENSMUST00000001416",139,1,105,33
"373","ENSMUST00000001416",277,1,105,171
"374","ENSMUST00000001416",370,1,105,264
"375","ENSMUST00000001416",394,1,105,288
"376","ENSMUST00000001416",427,1,105,321
"377","ENSMUST00000001416",1111,1,105,1005
"378","ENSMUST00000001419",74,1,19,54
"379","ENSMUST00000001419",446,1,19,426
"380","ENSMUST00000001439",99,1,77,21
"381","ENSMUST00000001451",297,1,164,132
"382","ENSMUST00000001451",387,1,164,222
"383","ENSMUST00000001451",426,1,164,261
"384","ENSMUST00000001451",492,1,164,327
"385","ENSMUST00000001451",1005,1,164,840
"386","ENSMUST00000001451",1419,1,164,1254
"387","ENSMUST00000001451",1569,1,164,1404
"388","ENSMUST00000001451",2013,1,164,1848
"390","ENSMUST00000001452",160,1,120,39
"391","ENSMUST00000001452",466,1,120,345
"392","ENSMUST00000001452",685,1,120,564
"393","ENSMUST00000001452",829,1,120,708
"394","ENSMUST00000001452",844,1,120,723
"395","ENSMUST00000001452",1261,2,120,1140
"396","ENSMUST00000001452",1693,1,120,1572
"397","ENSMUST00000001452",1720,1,120,1599
"399","ENSMUST00000001454",169,1,0,168
"400","ENSMUST00000001454",577,1,0,576
"401","ENSMUST00000001455",738,1,434,303
"402","ENSMUST00000001460",509,1,217,291
"403","ENSMUST00000001460",533,1,217,315
"404","ENSMUST00000001460",575,1,217,357
"405","ENSMUST00000001460",779,1,217,561
"406","ENSMUST00000001460",782,1,217,564
"407","ENSMUST00000001460",785,1,217,567
"408","ENSMUST00000001460",1139,1,217,921
"409","ENSMUST00000001460",1436,1,217,1218
"410","ENSMUST00000001460",1451,1,217,1233
"411","ENSMUST00000001460",1475,1,217,1257
"412","ENSMUST00000001460",1628,1,217,1410
"413","ENSMUST00000001460",2516,2,217,2298
"414","ENSMUST00000001479",327,1,296,30
"415","ENSMUST00000001479",507,1,296,210
"416","ENSMUST00000001479",510,1,296,213
"417","ENSMUST00000001479",756,1,296,459
"418","ENSMUST00000001479",1377,1,296,1080
"419","ENSMUST00000001479",2505,1,296,2208
"420","ENSMUST00000001479",2700,1,296,2403
"421","ENSMUST00000001479",2715,1,296,2418
"422","ENSMUST00000001479",2859,1,296,2562
"423","ENSMUST00000001480",328,1,180,147
"424","ENSMUST00000001480",415,1,180,234
"425","ENSMUST00000001480",676,1,180,495
"426","ENSMUST00000001480",859,1,180,678
"427","ENSMUST00000001480",1162,1,180,981
"428","ENSMUST00000001480",1525,1,180,1344
"429","ENSMUST00000001480",1618,1,180,1437
"430","ENSMUST00000001480",1867,1,180,1686
"431","ENSMUST00000001480",2197,1,180,2016
"432","ENSMUST00000001480",2392,1,180,2211
"433","ENSMUST00000001480",2686,1,180,2505
"434","ENSMUST00000001480",2785,1,180,2604
"435","ENSMUST00000001480",2893,1,180,2712
"438","ENSMUST00000001485",435,1,41,393
"439","ENSMUST00000001485",807,1,41,765
"440","ENSMUST00000001507",461,1,439,21
"441","ENSMUST00000001507",503,1,439,63
"442","ENSMUST00000001507",509,1,439,69
"443","ENSMUST00000001507",998,1,439,558
"444","ENSMUST00000001507",1271,1,439,831
"445","ENSMUST00000001507",1490,1,439,1050
"446","ENSMUST00000001507",1565,1,439,1125
"447","ENSMUST00000001507",1697,1,439,1257
"448","ENSMUST00000001507",1700,1,439,1260
"450","ENSMUST00000001513",90,1,41,48
"451","ENSMUST00000001513",102,1,41,60
"452","ENSMUST00000001513",819,1,41,777
"453","ENSMUST00000001513",1041,1,41,999
"454","ENSMUST00000001513",1044,1,41,1002
"455","ENSMUST00000001520",77,1,7,69
"456","ENSMUST00000001520",284,1,7,276
"457","ENSMUST00000001520",404,1,7,396
"458","ENSMUST00000001520",491,1,7,483
"459","ENSMUST00000001520",857,1,7,849
"460","ENSMUST00000001520",1415,1,7,1407
"461","ENSMUST00000001520",1673,1,7,1665
"462","ENSMUST00000001522",329,1,127,201
"463","ENSMUST00000001522",743,1,127,615
"464","ENSMUST00000001522",1490,1,127,1362
"465","ENSMUST00000001544",383,1,211,171
"466","ENSMUST00000001544",1172,1,211,960
"467","ENSMUST00000001547",467,1,145,321
"468","ENSMUST00000001547",956,1,145,810
"469","ENSMUST00000001547",1034,1,145,888
"470","ENSMUST00000001547",1565,1,145,1419
"471","ENSMUST00000001547",1682,1,145,1536
"472","ENSMUST00000001547",1778,1,145,1632
"473","ENSMUST00000001547",1880,2,145,1734
"474","ENSMUST00000001547",2303,1,145,2157
"475","ENSMUST00000001547",2375,1,145,2229
"476","ENSMUST00000001547",2591,1,145,2445
"477","ENSMUST00000001547",2600,2,145,2454
"478","ENSMUST00000001547",2768,1,145,2622
"479","ENSMUST00000001547",3311,1,145,3165
"480","ENSMUST00000001547",3605,1,145,3459
"481","ENSMUST00000001547",3719,1,145,3573
"482","ENSMUST00000001547",4253,1,145,4107
"483","ENSMUST00000001547",4292,1,145,4146
"484","ENSMUST00000001547",4295,1,145,4149
"485","ENSMUST00000001547",4487,1,145,4341
"486","ENSMUST00000001548",898,1,378,519
"487","ENSMUST00000001548",910,1,378,531
"488","ENSMUST00000001548",1510,1,378,1131
"489","ENSMUST00000001548",1702,1,378,1323
"490","ENSMUST00000001548",2101,1,378,1722
"491","ENSMUST00000001548",2290,1,378,1911
"492","ENSMUST00000001548",3022,1,378,2643
"493","ENSMUST00000001548",3211,1,378,2832
"494","ENSMUST00000001559",908,1,118,789
"495","ENSMUST00000001562",131,1,73,57
"496","ENSMUST00000001562",158,1,73,84
"497","ENSMUST00000001562",851,1,73,777
"498","ENSMUST00000001562",977,1,73,903
"499","ENSMUST00000001562",1001,1,73,927
"500","ENSMUST00000001562",1094,1,73,1020
"502","ENSMUST00000001565",761,1,187,573
"503","ENSMUST00000001565",1388,1,187,1200
"504","ENSMUST00000001565",1391,1,187,1203
"506","ENSMUST00000001566",464,1,253,210
"507","ENSMUST00000001566",530,1,253,276
"508","ENSMUST00000001566",563,1,253,309
"509","ENSMUST00000001566",851,1,253,597
"510","ENSMUST00000001566",1112,1,253,858
"511","ENSMUST00000001566",1493,1,253,1239
"512","ENSMUST00000001569",659,1,286,372
"513","ENSMUST00000001569",749,1,286,462
"514","ENSMUST00000001569",821,1,286,534
"515","ENSMUST00000001583",390,1,167,222
"516","ENSMUST00000001583",570,1,167,402
"517","ENSMUST00000001583",1986,1,167,1818
"519","ENSMUST00000001592",141,1,122,18
"520","ENSMUST00000001592",144,1,122,21
"521","ENSMUST00000001592",267,1,122,144
"522","ENSMUST00000001592",1026,1,122,903
"523","ENSMUST00000001592",1083,1,122,960
"524","ENSMUST00000001592",1176,1,122,1053
"525","ENSMUST00000001592",1476,1,122,1353
"526","ENSMUST00000001592",1602,1,122,1479
"527","ENSMUST00000001592",2199,1,122,2076
"528","ENSMUST00000001592",2202,1,122,2079
"530","ENSMUST00000001595",520,1,87,432
"531","ENSMUST00000001595",658,1,87,570
"532","ENSMUST00000001595",991,1,87,903
"533","ENSMUST00000001595",1099,1,87,1011
"534","ENSMUST00000001595",1147,1,87,1059
"535","ENSMUST00000001595",1249,1,87,1161
"536","ENSMUST00000001595",1639,1,87,1551
"537","ENSMUST00000001595",1687,1,87,1599
"538","ENSMUST00000001595",1714,1,87,1626
"539","ENSMUST00000001611",1707,1,14,1692
"540","ENSMUST00000001611",2013,1,14,1998
"541","ENSMUST00000001611",2184,1,14,2169
"542","ENSMUST00000001611",2196,1,14,2181
"543","ENSMUST00000001611",2217,1,14,2202
"546","ENSMUST00000001620",104,1,34,69
"547","ENSMUST00000001620",740,1,34,705
"548","ENSMUST00000001620",869,1,34,834
"549","ENSMUST00000001620",1340,1,34,1305
"550","ENSMUST00000001620",1421,1,34,1386
"551","ENSMUST00000001620",1538,1,34,1503
"552","ENSMUST00000001620",1685,1,34,1650
"553","ENSMUST00000001620",1928,1,34,1893
"555","ENSMUST00000001672",363,1,233,129
"556","ENSMUST00000001672",1155,1,233,921
"557","ENSMUST00000001672",1347,1,233,1113
"558","ENSMUST00000001675",734,1,64,669
"559","ENSMUST00000001675",737,1,64,672
"560","ENSMUST00000001675",887,1,64,822
"561","ENSMUST00000001675",890,1,64,825
"562","ENSMUST00000001712",595,1,462,132
"563","ENSMUST00000001712",619,1,462,156
"564","ENSMUST00000001712",700,1,462,237
"565","ENSMUST00000001712",1744,1,462,1281
"566","ENSMUST00000001712",1945,1,462,1482
"567","ENSMUST00000001712",1948,1,462,1485
"568","ENSMUST00000001712",3100,1,462,2637
"569","ENSMUST00000001712",3970,1,462,3507
"570","ENSMUST00000001712",4888,1,462,4425
"571","ENSMUST00000001712",6010,1,462,5547
"572","ENSMUST00000001715",1120,1,456,663
"574","ENSMUST00000001724",181,1,114,66
"575","ENSMUST00000001724",199,1,114,84
"576","ENSMUST00000001724",262,1,114,147
"577","ENSMUST00000001724",271,1,114,156
"578","ENSMUST00000001724",484,1,114,369
"579","ENSMUST00000001724",607,1,114,492
"580","ENSMUST00000001724",1357,1,114,1242
"581","ENSMUST00000001724",1360,1,114,1245
"582","ENSMUST00000001724",1468,1,114,1353
"583","ENSMUST00000001724",1591,1,114,1476
"584","ENSMUST00000001724",1939,1,114,1824
"585","ENSMUST00000001724",1948,1,114,1833
"586","ENSMUST00000001757",309,1,35,273
"587","ENSMUST00000001780",464,1,370,93
"588","ENSMUST00000001780",485,1,370,114
"589","ENSMUST00000001780",509,1,370,138
"590","ENSMUST00000001780",1223,1,370,852
"591","ENSMUST00000001780",1250,1,370,879
"592","ENSMUST00000001801",324,1,119,204
"593","ENSMUST00000001801",363,1,119,243
"594","ENSMUST00000001801",765,1,119,645
"595","ENSMUST00000001801",2205,1,119,2085
"596","ENSMUST00000001806",465,1,137,327
"597","ENSMUST00000001806",600,1,137,462
"598","ENSMUST00000001806",603,1,137,465
"599","ENSMUST00000001806",1053,1,137,915
"600","ENSMUST00000001809",498,1,467,30
"601","ENSMUST00000001809",540,1,467,72
"602","ENSMUST00000001809",615,1,467,147
"603","ENSMUST00000001809",627,1,467,159
"604","ENSMUST00000001809",873,1,467,405
"605","ENSMUST00000001809",1146,1,467,678
"606","ENSMUST00000001809",1260,1,467,792
"607","ENSMUST00000001809",1371,1,467,903
"608","ENSMUST00000001818",867,1,410,456
"609","ENSMUST00000001818",882,1,410,471
"610","ENSMUST00000001818",1494,1,410,1083
"611","ENSMUST00000001818",1887,1,410,1476
"612","ENSMUST00000001818",2445,1,410,2034
"613","ENSMUST00000001825",338,1,130,207
"614","ENSMUST00000001825",464,1,130,333
"615","ENSMUST00000001825",911,1,130,780
"616","ENSMUST00000001825",1019,1,130,888
"617","ENSMUST00000001834",135,1,116,18
"618","ENSMUST00000001834",144,1,116,27
"619","ENSMUST00000001834",240,1,116,123
"620","ENSMUST00000001834",378,1,116,261
"621","ENSMUST00000001834",981,1,116,864
"622","ENSMUST00000001834",1137,1,116,1020
"623","ENSMUST00000001834",1308,1,116,1191
"625","ENSMUST00000001836",356,1,112,243
"626","ENSMUST00000001836",443,1,112,330
"627","ENSMUST00000001836",698,1,112,585
"628","ENSMUST00000001836",839,1,112,726
"629","ENSMUST00000001836",1508,1,112,1395
"632","ENSMUST00000001882",522,1,482,39
"633","ENSMUST00000001882",873,1,482,390
"636","ENSMUST00000001884",566,1,178,387
"637","ENSMUST00000001884",1676,1,178,1497
"638","ENSMUST00000001884",1913,1,178,1734
"639","ENSMUST00000001920",348,1,212,135
"640","ENSMUST00000001927",841,1,318,522
"641","ENSMUST00000001927",1540,1,318,1221
"642","ENSMUST00000001927",1765,1,318,1446
"643","ENSMUST00000001927",2350,1,318,2031
"644","ENSMUST00000001927",2704,1,318,2385
"645","ENSMUST00000001927",2983,1,318,2664
"646","ENSMUST00000001927",3043,1,318,2724
"647","ENSMUST00000001927",3292,1,318,2973
"648","ENSMUST00000001927",3535,1,318,3216
"649","ENSMUST00000001927",4354,1,318,4035
"650","ENSMUST00000001927",4543,1,318,4224
"651","ENSMUST00000001927",4567,1,318,4248
"652","ENSMUST00000001927",4861,1,318,4542
"653","ENSMUST00000001927",4933,1,318,4614
"654","ENSMUST00000001927",5107,1,318,4788
"655","ENSMUST00000001927",5164,1,318,4845
"656","ENSMUST00000001927",5374,1,318,5055
"659","ENSMUST00000001950",384,1,179,204
"660","ENSMUST00000001974",607,1,531,75
"661","ENSMUST00000001974",751,1,531,219
"662","ENSMUST00000001974",1627,1,531,1095
"663","ENSMUST00000001974",2002,1,531,1470
"664","ENSMUST00000001974",2056,1,531,1524
"668","ENSMUST00000001975",215,1,196,18
"669","ENSMUST00000001975",224,1,196,27
"670","ENSMUST00000001975",1001,1,196,804
"671","ENSMUST00000001975",1649,1,196,1452
"672","ENSMUST00000001989",349,1,228,120
"673","ENSMUST00000001989",961,1,228,732
"674","ENSMUST00000001989",1039,1,228,810
"675","ENSMUST00000001989",1042,1,228,813
"676","ENSMUST00000001989",1045,1,228,816
