"","seqnames","start","freq","utr5_len","ss"
"393","ENST00000215071",388,1,66,321
"394","ENST00000215071",421,1,66,354
"395","ENST00000215071",544,1,66,477
"396","ENST00000215071",547,1,66,480
"397","ENST00000215071",721,1,66,654
"398","ENST00000215071",964,1,66,897
"399","ENST00000215071",1078,1,66,1011
"400","ENST00000215375",381,1,101,279
"401","ENST00000215375",423,1,101,321
"402","ENST00000215375",426,1,101,324
"403","ENST00000215375",561,1,101,459
"404","ENST00000215565",141,1,62,78
"405","ENST00000215565",192,1,62,129
"406","ENST00000215565",267,1,62,204
"408","ENST00000215567",156,1,137,18
"409","ENST00000215567",180,1,137,42
"410","ENST00000215567",207,1,137,69
"411","ENST00000215567",225,1,137,87
"412","ENST00000215567",333,1,137,195
"413","ENST00000215570",416,1,361,54
"414","ENST00000215570",536,1,361,174
"416","ENST00000215587",75,1,59,15
"417","ENST00000215587",78,1,59,18
"418","ENST00000215587",81,1,59,21
"419","ENST00000215587",384,1,59,324
"420","ENST00000215730",588,1,128,459
"422","ENST00000215754",688,1,471,216
"423","ENST00000215770",33,1,14,18
"424","ENST00000215770",45,1,14,30
"426","ENST00000215793",234,1,155,78
"427","ENST00000215793",243,1,155,87
"428","ENST00000215793",258,1,155,102
"429","ENST00000215793",294,1,155,138
"430","ENST00000215793",573,1,155,417
"431","ENST00000215793",597,1,155,441
"432","ENST00000215793",978,1,155,822
"433","ENST00000215793",1017,1,155,861
"434","ENST00000215793",1494,2,155,1338
"435","ENST00000215793",2472,1,155,2316
"436","ENST00000215829",807,1,587,219
"437","ENST00000215829",810,1,587,222
"438","ENST00000215829",942,1,587,354
"439","ENST00000215832",397,2,189,207
"440","ENST00000215832",817,1,189,627
"441","ENST00000215882",386,1,157,228
"442","ENST00000215882",503,1,157,345
"443","ENST00000215882",596,1,157,438
"444","ENST00000215909",138,1,95,42
"445","ENST00000215909",213,1,95,117
"447","ENST00000215956",370,1,264,105
"448","ENST00000215980",212,1,88,123
"449","ENST00000215980",323,1,88,234
"450","ENST00000216014",386,1,172,213
"451","ENST00000216014",545,1,172,372
"452","ENST00000216034",68,1,31,36
"453","ENST00000216034",395,1,31,363
"454","ENST00000216037",107,1,73,33
"455","ENST00000216037",848,2,73,774
"456","ENST00000216037",851,3,73,777
"459","ENST00000216038",217,1,99,117
"460","ENST00000216038",415,1,99,315
"461","ENST00000216038",964,2,99,864
"462","ENST00000216038",1120,1,99,1020
"463","ENST00000216080",761,1,169,591
"464","ENST00000216080",2204,1,169,2034
"465","ENST00000216080",2207,1,169,2037
"466","ENST00000216117",859,1,339,519
"468","ENST00000216121",349,1,255,93
"469","ENST00000216122",170,1,154,15
"470","ENST00000216122",173,1,154,18
"471","ENST00000216129",95,1,64,30
"472","ENST00000216129",860,1,64,795
"473","ENST00000216129",1178,1,64,1113
"474","ENST00000216129",1580,1,64,1515
"476","ENST00000216146",334,1,174,159
"477","ENST00000216146",493,1,174,318
"478","ENST00000216146",1027,1,174,852
"480","ENST00000216181",253,2,231,21
"481","ENST00000216181",277,1,231,45
"482","ENST00000216181",283,1,231,51
"483","ENST00000216181",439,2,231,207
"484","ENST00000216181",523,1,231,291
"485","ENST00000216181",613,1,231,381
"486","ENST00000216181",964,1,231,732
"487","ENST00000216181",967,1,231,735
"488","ENST00000216181",1084,1,231,852
"489","ENST00000216181",1309,1,231,1077
"490","ENST00000216181",1315,1,231,1083
"491","ENST00000216181",1540,1,231,1308
"492","ENST00000216181",2212,1,231,1980
"493","ENST00000216181",2482,1,231,2250
"494","ENST00000216181",2629,1,231,2397
"495","ENST00000216181",2746,1,231,2514
"496","ENST00000216181",2899,1,231,2667
"497","ENST00000216181",3058,1,231,2826
"498","ENST00000216181",3187,1,231,2955
"499","ENST00000216181",3331,1,231,3099
"500","ENST00000216181",3394,1,231,3162
"501","ENST00000216181",3673,1,231,3441
"502","ENST00000216181",3688,1,231,3456
"503","ENST00000216181",3721,1,231,3489
"504","ENST00000216181",3724,1,231,3492
"505","ENST00000216181",4102,1,231,3870
"506","ENST00000216181",4189,1,231,3957
"507","ENST00000216181",4579,1,231,4347
"508","ENST00000216181",5749,1,231,5517
"509","ENST00000216181",6091,1,231,5859
"511","ENST00000216185",822,1,467,354
"513","ENST00000216190",522,1,371,150
"514","ENST00000216190",675,1,371,303
"515","ENST00000216190",729,1,371,357
"516","ENST00000216190",813,1,371,441
"517","ENST00000216190",1005,1,371,633
"518","ENST00000216190",1008,1,371,636
"519","ENST00000216190",1467,1,371,1095
"520","ENST00000216190",1563,1,371,1191
"521","ENST00000216190",1854,1,371,1482
"522","ENST00000216190",1902,1,371,1530
"523","ENST00000216190",1908,2,371,1536
"524","ENST00000216194",59,1,31,27
"525","ENST00000216194",62,1,31,30
"526","ENST00000216194",341,1,31,309
"527","ENST00000216194",380,1,31,348
"528","ENST00000216194",1067,1,31,1035
"529","ENST00000216194",1121,1,31,1089
"531","ENST00000216218",717,1,482,234
"532","ENST00000216218",732,1,482,249
"533","ENST00000216218",861,2,482,378
"534","ENST00000216218",1068,1,482,585
"535","ENST00000216218",1071,1,482,588
"536","ENST00000216225",62,1,40,21
"537","ENST00000216225",68,1,40,27
"540","ENST00000216254",977,1,22,954
"541","ENST00000216259",854,1,85,768
"542","ENST00000216277",521,1,220,300
"543","ENST00000216277",524,1,220,303
"544","ENST00000216277",530,1,220,309
"545","ENST00000216277",812,1,220,591
"546","ENST00000216277",1070,2,220,849
"549","ENST00000216281",672,1,206,465
"550","ENST00000216281",1170,1,206,963
"551","ENST00000216281",1404,2,206,1197
"552","ENST00000216281",1488,1,206,1281
"553","ENST00000216281",1548,1,206,1341
"554","ENST00000216281",1566,1,206,1359
"555","ENST00000216281",1974,1,206,1767
"556","ENST00000216281",2067,1,206,1860
"557","ENST00000216281",2175,1,206,1968
"558","ENST00000216281",2307,1,206,2100
"559","ENST00000216281",2310,1,206,2103
"560","ENST00000216281",2373,1,206,2166
"561","ENST00000216286",1189,1,0,1188
"562","ENST00000216294",1053,1,104,948
"563","ENST00000216294",1200,1,104,1095
"564","ENST00000216297",358,1,339,18
"565","ENST00000216297",361,1,339,21
"566","ENST00000216297",433,1,339,93
"567","ENST00000216297",436,1,339,96
"568","ENST00000216297",1126,1,339,786
"569","ENST00000216297",1378,1,339,1038
"570","ENST00000216297",1774,1,339,1434
"571","ENST00000216297",1780,1,339,1440
"572","ENST00000216297",2356,1,339,2016
"573","ENST00000216297",2551,1,339,2211
"574","ENST00000216297",3076,1,339,2736
"575","ENST00000216297",3430,1,339,3090
"576","ENST00000216297",3475,1,339,3135
"577","ENST00000216330",502,1,411,90
"578","ENST00000216350",422,2,166,255
"579","ENST00000216350",806,1,166,639
"580","ENST00000216350",860,1,166,693
"581","ENST00000216350",1130,1,166,963
"582","ENST00000216350",1136,1,166,969
"583","ENST00000216350",1562,1,166,1395
"584","ENST00000216392",367,1,333,33
"585","ENST00000216392",445,1,333,111
"586","ENST00000216392",469,1,333,135
"587","ENST00000216392",529,1,333,195
"588","ENST00000216392",532,1,333,198
"589","ENST00000216392",610,1,333,276
"590","ENST00000216392",1747,1,333,1413
"591","ENST00000216392",1750,1,333,1416
"592","ENST00000216392",2350,1,333,2016
"595","ENST00000216410",207,1,188,18
"596","ENST00000216416",183,1,104,78
"597","ENST00000216416",222,1,104,117
"598","ENST00000216442",906,1,551,354
"599","ENST00000216455",205,1,90,114
"600","ENST00000216455",346,1,90,255
"601","ENST00000216455",355,1,90,264
"602","ENST00000216455",652,1,90,561
"603","ENST00000216479",275,1,160,114
"604","ENST00000216479",278,1,160,117
"605","ENST00000216479",488,1,160,327
"606","ENST00000216479",794,1,160,633
"607","ENST00000216479",899,1,160,738
"608","ENST00000216479",992,1,160,831
"609","ENST00000216479",1037,1,160,876
"610","ENST00000216484",507,1,194,312
"611","ENST00000216484",1770,1,194,1575
"612","ENST00000216500",766,1,456,309
"613","ENST00000216554",695,2,676,18
"614","ENST00000216554",713,1,676,36
"615","ENST00000216554",734,1,676,57
"616","ENST00000216554",1025,1,676,348
"617","ENST00000216554",1112,1,676,435
"618","ENST00000216554",1691,1,676,1014
"619","ENST00000216554",1853,1,676,1176
"620","ENST00000216554",1856,1,676,1179
"621","ENST00000216554",1928,1,676,1251
"622","ENST00000216554",1931,1,676,1254
"623","ENST00000216602",242,1,112,129
"624","ENST00000216602",560,1,112,447
"626","ENST00000216605",103,1,78,24
"627","ENST00000216605",136,1,78,57
"628","ENST00000216605",172,1,78,93
"629","ENST00000216605",175,1,78,96
"630","ENST00000216605",247,1,78,168
"631","ENST00000216605",307,1,78,228
"632","ENST00000216605",436,1,78,357
"633","ENST00000216605",1030,1,78,951
"634","ENST00000216605",1516,1,78,1437
"635","ENST00000216605",1648,1,78,1569
"636","ENST00000216605",2059,1,78,1980
"637","ENST00000216605",2527,1,78,2448
"638","ENST00000216605",2647,1,78,2568
"639","ENST00000216605",2653,1,78,2574
"640","ENST00000216605",2698,1,78,2619
"641","ENST00000216714",476,1,268,207
"642","ENST00000216714",536,1,268,267
"643","ENST00000216714",845,1,268,576
"644","ENST00000216714",896,1,268,627
"645","ENST00000216727",614,1,181,432
"646","ENST00000216727",638,2,181,456
"647","ENST00000216727",641,1,181,459
"648","ENST00000216727",674,1,181,492
"649","ENST00000216727",725,1,181,543
"650","ENST00000216727",854,1,181,672
"652","ENST00000216756",198,1,41,156
"653","ENST00000216756",225,1,41,183
"654","ENST00000216774",988,1,351,636
"655","ENST00000216774",994,2,351,642
"657","ENST00000216802",761,1,640,120
"658","ENST00000216802",857,1,640,216
"659","ENST00000216879",1094,1,868,225
"660","ENST00000216879",1463,1,868,594
"661","ENST00000216879",1757,1,868,888
"662","ENST00000216951",133,1,99,33
"663","ENST00000216951",136,1,99,36
"664","ENST00000216951",418,1,99,318
"665","ENST00000216951",721,1,99,621
"666","ENST00000216962",591,1,110,480
"667","ENST00000216962",1173,1,110,1062
"668","ENST00000216962",2373,1,110,2262
"670","ENST00000216968",98,1,82,15
"671","ENST00000216968",101,1,82,18
"673","ENST00000217109",533,1,352,180
"674","ENST00000217109",707,1,352,354
"675","ENST00000217109",929,1,352,576
"676","ENST00000217121",109,1,72,36
"677","ENST00000217121",148,1,72,75
"678","ENST00000217121",460,1,72,387
"679","ENST00000217131",321,1,119,201
"680","ENST00000217131",639,2,119,519
"683","ENST00000217182",345,1,329,15
"684","ENST00000217182",1083,1,329,753
"685","ENST00000217195",249,1,152,96
"686","ENST00000217244",449,1,376,72
"687","ENST00000217244",743,1,376,366
"688","ENST00000217244",1322,1,376,945
"689","ENST00000217315",404,1,340,63
"690","ENST00000217315",1511,1,340,1170
"691","ENST00000217315",1514,1,340,1173
"692","ENST00000217402",364,1,165,198
"693","ENST00000217402",535,1,165,369
"694","ENST00000217402",580,1,165,414
"697","ENST00000217426",94,2,78,15
"698","ENST00000217426",382,1,78,303
"699","ENST00000217426",1252,1,78,1173
"700","ENST00000217429",132,1,41,90
"701","ENST00000217429",165,1,41,123
"702","ENST00000217429",609,1,41,567
"703","ENST00000217429",981,1,41,939
"704","ENST00000217429",1443,1,41,1401
"705","ENST00000217429",1470,1,41,1428
"706","ENST00000217456",493,1,291,201
"707","ENST00000217456",508,1,291,216
"708","ENST00000217456",517,1,291,225
"709","ENST00000217456",892,1,291,600
"710","ENST00000217456",1138,1,291,846
"711","ENST00000217515",452,1,205,246
"712","ENST00000217893",933,1,290,642
"713","ENST00000217893",1002,1,290,711
"714","ENST00000217893",1062,1,290,771
"715","ENST00000217901",378,2,197,180
"716","ENST00000217901",486,1,197,288
"717","ENST00000217901",696,1,197,498
"718","ENST00000217901",699,1,197,501
"719","ENST00000217901",810,1,197,612
"720","ENST00000217901",957,1,197,759
"721","ENST00000217901",1113,1,197,915
"722","ENST00000217939",801,1,155,645
"723","ENST00000217939",1212,2,155,1056
"724","ENST00000217939",1215,2,155,1059
"725","ENST00000217939",1326,1,155,1170
"726","ENST00000217939",2301,1,155,2145
"727","ENST00000217939",2652,1,155,2496
"728","ENST00000217939",3096,1,155,2940
"729","ENST00000217939",4020,1,155,3864
"730","ENST00000217939",4725,1,155,4569
"731","ENST00000217939",5247,1,155,5091
"732","ENST00000217939",5277,1,155,5121
"733","ENST00000217939",5502,1,155,5346
"734","ENST00000217939",8472,1,155,8316
"735","ENST00000217958",141,1,98,42
"736","ENST00000217958",246,1,98,147
"737","ENST00000217971",469,1,111,357
"738","ENST00000217971",502,1,111,390
"739","ENST00000218089",577,1,510,66
"740","ENST00000218089",595,1,510,84
"741","ENST00000218089",1396,1,510,885
"742","ENST00000218089",1621,1,510,1110
"743","ENST00000218089",3199,1,510,2688
"744","ENST00000218089",3241,1,510,2730
"745","ENST00000218224",360,1,257,102
"746","ENST00000218224",363,1,257,105
"747","ENST00000218224",1047,1,257,789
"748","ENST00000218340",267,1,161,105
"749","ENST00000218340",348,1,161,186
"750","ENST00000218348",539,1,49,489
"751","ENST00000218348",581,1,49,531
"752","ENST00000218348",2540,1,49,2490
"753","ENST00000218364",262,1,174,87
"754","ENST00000218364",301,1,174,126
"755","ENST00000218364",304,1,174,129
"756","ENST00000218364",598,1,174,423
"757","ENST00000218388",480,2,170,309
"758","ENST00000218388",489,1,170,318
"759","ENST00000218432",117,1,35,81
"760","ENST00000218439",159,1,125,33
"761","ENST00000218439",162,1,125,36
"762","ENST00000218439",189,2,125,63
"763","ENST00000218439",207,1,125,81
"764","ENST00000218439",441,1,125,315
"765","ENST00000218439",456,1,125,330
"766","ENST00000218439",1005,1,125,879
"767","ENST00000218439",1074,1,125,948
"768","ENST00000218439",1143,1,125,1017
"769","ENST00000218439",1218,1,125,1092
"770","ENST00000218439",1221,1,125,1095
"771","ENST00000218439",1470,1,125,1344
"772","ENST00000218439",1485,1,125,1359
"775","ENST00000218516",38,1,22,15
"776","ENST00000218516",98,1,22,75
"777","ENST00000218516",101,1,22,78
"778","ENST00000218652",293,1,52,240
"779","ENST00000218652",818,1,52,765
"780","ENST00000219066",44,1,19,24
"781","ENST00000219066",47,1,19,27
"782","ENST00000219070",648,1,509,138
