"","seqnames","start","freq","utr5_len","ss"
"150","YAL043C",1084,1,0,1083
"151","YAL043C",1453,1,0,1452
"152","YAL043C",1495,1,0,1494
"153","YAL043C",1501,1,0,1500
"154","YAL043C",1906,1,0,1905
"155","YAL043C",2350,1,0,2349
"158","YAL044C",151,1,0,150
"159","YAL044C",283,1,0,282
"161","YAL044W-A",16,1,0,15
"162","YAL049C",16,1,0,15
"163","YAL049C",25,1,0,24
"164","YAL049C",301,1,0,300
"167","YAL053W",16,1,0,15
"168","YAL053W",37,1,0,36
"169","YAL053W",46,1,0,45
"170","YAL053W",94,1,0,93
"171","YAL053W",451,1,0,450
"172","YAL053W",466,1,0,465
"173","YAL053W",736,1,0,735
"174","YAL053W",766,1,0,765
"175","YAL053W",1150,1,0,1149
"176","YAL054C",400,1,0,399
"177","YAL054C",499,1,0,498
"178","YAL058W",109,1,0,108
"179","YAL058W",214,1,0,213
"180","YAL058W",763,1,0,762
"181","YAL058W",1051,1,0,1050
"182","YAL059W",73,1,0,72
"183","YAL059W",619,1,0,618
"186","YAL060W",46,1,0,45
"187","YAL060W",100,1,0,99
"188","YAL060W",133,1,0,132
"189","YAL060W",160,1,0,159
"191","YAL061W",55,1,0,54
"192","YAL061W",175,1,0,174
"193","YAL061W",178,1,0,177
"195","YAL062W",16,1,0,15
"196","YAL065C",199,1,0,198
"198","YAL067C",16,1,0,15
"199","YAR002C-A",22,1,0,21
"200","YAR002C-A",256,1,0,255
"201","YAR002C-A",628,1,0,627
"202","YAR002C-A",631,1,0,630
"204","YAR002W",217,1,0,216
"205","YAR002W",382,1,0,381
"206","YAR002W",1057,1,0,1056
"207","YAR002W",1273,1,0,1272
"208","YAR002W",1339,1,0,1338
"209","YAR002W",1564,1,0,1563
"210","YAR007C",22,1,0,21
"211","YAR007C",49,2,0,48
"212","YAR007C",280,1,0,279
"213","YAR007C",463,2,0,462
"214","YAR007C",655,1,0,654
"215","YAR007C",700,1,0,699
"216","YAR007C",985,1,0,984
"217","YAR007C",1030,1,0,1029
"219","YAR008W",100,1,0,99
"220","YAR009C",637,1,0,636
"221","YAR009C",1621,1,0,1620
"222","YAR009C",1822,1,0,1821
"223","YAR010C",247,1,0,246
"224","YAR010C",601,1,0,600
"225","YAR010C",997,1,0,996
"228","YAR014C",25,1,0,24
"229","YAR014C",76,1,0,75
"230","YAR014C",352,1,0,351
"231","YAR014C",439,1,0,438
"232","YAR014C",1630,1,0,1629
"233","YAR014C",1663,1,0,1662
"238","YAR015W",88,1,0,87
"239","YAR027W",22,1,0,21
"240","YAR027W",199,1,0,198
"241","YAR027W",400,1,0,399
"244","YAR042W",22,1,0,21
"245","YAR042W",577,1,0,576
"246","YAR042W",1267,1,0,1266
"247","YAR042W",2452,1,0,2451
"250","YAR068W",325,1,0,324
"251","YAR071W",19,1,0,18
"252","YAR071W",31,1,0,30
"253","YAR071W",67,1,0,66
"254","YAR071W",70,1,0,69
"255","YAR071W",130,1,0,129
"256","YAR071W",151,1,0,150
"257","YAR071W",520,1,0,519
"258","YAR071W",1060,1,0,1059
"260","YBL001C",247,1,0,246
"262","YBL003C",172,1,0,171
"266","YBL004W",22,2,0,21
"267","YBL004W",31,2,0,30
"268","YBL004W",37,1,0,36
"269","YBL004W",40,1,0,39
"270","YBL004W",46,1,0,45
"271","YBL004W",52,1,0,51
"272","YBL004W",58,1,0,57
"273","YBL004W",61,2,0,60
"274","YBL004W",67,2,0,66
"275","YBL004W",247,1,0,246
"276","YBL004W",256,1,0,255
"277","YBL004W",295,1,0,294
"278","YBL004W",352,1,0,351
"279","YBL004W",355,2,0,354
"280","YBL004W",742,1,0,741
"281","YBL004W",3070,1,0,3069
"282","YBL004W",6097,1,0,6096
"283","YBL005W-A",118,1,0,117
"284","YBL005W-A",190,1,0,189
"285","YBL005W-A",247,1,0,246
"286","YBL005W-A",256,2,0,255
"287","YBL005W-A",997,1,0,996
"288","YBL005W-A",1012,1,0,1011
"289","YBL005W-A",1303,1,0,1302
"290","YBL005W-B",118,1,0,117
"291","YBL005W-B",247,1,0,246
"292","YBL005W-B",256,1,0,255
"293","YBL005W-B",328,1,0,327
"294","YBL005W-B",370,1,0,369
"295","YBL005W-B",844,1,0,843
"296","YBL005W-B",997,1,0,996
"297","YBL005W-B",1087,1,0,1086
"298","YBL005W-B",1090,1,0,1089
"299","YBL005W-B",1303,1,0,1302
"304","YBL007C",19,1,0,18
"305","YBL007C",577,1,0,576
"306","YBL007C",601,1,0,600
"307","YBL007C",976,1,0,975
"308","YBL007C",1153,1,0,1152
"309","YBL007C",1207,1,0,1206
"310","YBL007C",1243,1,0,1242
"311","YBL007C",1339,1,0,1338
"312","YBL007C",1528,1,0,1527
"313","YBL007C",1669,1,0,1668
"314","YBL007C",1876,1,0,1875
"315","YBL007C",2143,1,0,2142
"316","YBL007C",3601,1,0,3600
"317","YBL009W",115,1,0,114
"318","YBL009W",223,1,0,222
"319","YBL009W",229,1,0,228
"320","YBL009W",256,1,0,255
"321","YBL009W",436,1,0,435
"322","YBL009W",850,1,0,849
"323","YBL009W",892,1,0,891
"325","YBL010C",256,1,0,255
"326","YBL010C",259,1,0,258
"327","YBL010C",349,1,0,348
"328","YBL011W",163,1,0,162
"329","YBL011W",373,1,0,372
"330","YBL011W",901,1,0,900
"331","YBL011W",1447,1,0,1446
"334","YBL015W",19,1,0,18
"335","YBL015W",22,1,0,21
"336","YBL015W",25,1,0,24
"337","YBL015W",82,1,0,81
"338","YBL015W",370,1,0,369
"339","YBL016W",82,1,0,81
"340","YBL016W",322,1,0,321
"343","YBL017C",16,1,0,15
"344","YBL017C",19,1,0,18
"345","YBL017C",22,1,0,21
"346","YBL017C",49,1,0,48
"347","YBL017C",91,1,0,90
"348","YBL017C",1048,1,0,1047
"349","YBL017C",1108,1,0,1107
"350","YBL017C",1198,1,0,1197
"351","YBL017C",1207,1,0,1206
"352","YBL017C",1240,1,0,1239
"353","YBL017C",1390,1,0,1389
"354","YBL017C",1444,1,0,1443
"355","YBL017C",1555,1,0,1554
"356","YBL017C",1582,1,0,1581
"357","YBL017C",1711,1,0,1710
"358","YBL017C",1744,1,0,1743
"359","YBL017C",1756,1,0,1755
"360","YBL017C",2278,1,0,2277
"361","YBL017C",2638,1,0,2637
"362","YBL017C",3202,1,0,3201
"363","YBL017C",3502,1,0,3501
"364","YBL017C",3568,1,0,3567
"365","YBL018C",19,1,0,18
"366","YBL018C",22,2,0,21
"367","YBL018C",73,1,0,72
"368","YBL020W",388,1,0,387
"373","YBL022C",19,1,0,18
"374","YBL022C",271,2,0,270
"375","YBL022C",316,1,0,315
"376","YBL022C",475,1,0,474
"377","YBL022C",712,1,0,711
"378","YBL022C",766,1,0,765
"379","YBL022C",775,1,0,774
"380","YBL022C",1210,1,0,1209
"381","YBL022C",1297,2,0,1296
"382","YBL022C",1612,1,0,1611
"383","YBL022C",1618,2,0,1617
"384","YBL022C",1642,1,0,1641
"385","YBL022C",1720,1,0,1719
"386","YBL022C",1723,1,0,1722
"387","YBL022C",1777,1,0,1776
"388","YBL022C",1897,1,0,1896
"389","YBL022C",1900,1,0,1899
"390","YBL022C",2035,1,0,2034
"391","YBL022C",2398,1,0,2397
"392","YBL022C",2431,1,0,2430
"393","YBL022C",2734,1,0,2733
"397","YBL023C",625,1,0,624
"398","YBL023C",664,1,0,663
"399","YBL023C",919,1,0,918
"400","YBL023C",1504,1,0,1503
"401","YBL023C",1507,1,0,1506
"402","YBL023C",1633,1,0,1632
"405","YBL024W",25,1,0,24
"406","YBL024W",55,1,0,54
"407","YBL024W",136,1,0,135
"408","YBL024W",343,1,0,342
"409","YBL024W",562,1,0,561
"410","YBL024W",847,1,0,846
"411","YBL024W",1546,1,0,1545
"413","YBL027W",382,1,0,381
"415","YBL028C",52,1,0,51
"416","YBL028C",187,1,0,186
"418","YBL029W",40,1,0,39
"419","YBL029W",121,1,0,120
"420","YBL030C",55,1,0,54
"421","YBL030C",190,1,0,189
"422","YBL030C",310,1,0,309
"423","YBL030C",319,1,0,318
"424","YBL030C",532,1,0,531
"425","YBL030C",949,1,0,948
"427","YBL032W",250,1,0,249
"428","YBL032W",304,1,0,303
"429","YBL032W",346,1,0,345
"430","YBL032W",943,1,0,942
"434","YBL035C",16,1,0,15
"435","YBL035C",1648,1,0,1647
"436","YBL035C",1750,1,0,1749
"437","YBL035C",1771,1,0,1770
"438","YBL035C",1885,1,0,1884
"439","YBL036C",22,1,0,21
"440","YBL036C",28,1,0,27
"441","YBL036C",220,1,0,219
"442","YBL036C",745,1,0,744
"443","YBL037W",1003,1,0,1002
"444","YBL037W",1120,1,0,1119
"446","YBL038W",16,1,0,15
"447","YBL038W",22,1,0,21
"448","YBL038W",202,1,0,201
"449","YBL038W",232,1,0,231
"453","YBL039C",43,2,0,42
"454","YBL039C",121,1,0,120
"455","YBL039C",190,1,0,189
"456","YBL039C",676,1,0,675
"457","YBL039C",1396,1,0,1395
"461","YBL040C",115,1,0,114
"462","YBL040C",271,1,0,270
"463","YBL041W",136,1,0,135
"464","YBL041W",151,1,0,150
"467","YBL042C",322,1,0,321
"468","YBL042C",391,1,0,390
"469","YBL042C",832,1,0,831
"470","YBL043W",28,1,0,27
"473","YBL045C",34,1,0,33
"474","YBL045C",43,1,0,42
"475","YBL045C",118,1,0,117
"476","YBL045C",190,1,0,189
"477","YBL045C",238,1,0,237
"478","YBL046W",142,1,0,141
"479","YBL046W",178,1,0,177
"480","YBL046W",199,1,0,198
"481","YBL047C",16,1,0,15
"482","YBL047C",22,1,0,21
"483","YBL047C",463,1,0,462
"484","YBL047C",466,1,0,465
"485","YBL047C",562,1,0,561
"486","YBL047C",589,1,0,588
"487","YBL047C",664,1,0,663
"488","YBL047C",715,1,0,714
"489","YBL047C",1066,1,0,1065
"490","YBL047C",1354,1,0,1353
"491","YBL047C",1732,1,0,1731
"492","YBL047C",1822,1,0,1821
"494","YBL050W",25,1,0,24
"495","YBL050W",247,1,0,246
"496","YBL050W",418,1,0,417
"498","YBL051C",31,1,0,30
"499","YBL051C",280,1,0,279
"500","YBL051C",406,1,0,405
"501","YBL051C",433,1,0,432
"502","YBL051C",955,1,0,954
"503","YBL051C",1405,1,0,1404
"504","YBL051C",1921,1,0,1920
"505","YBL054W",43,1,0,42
"506","YBL054W",172,1,0,171
"507","YBL054W",268,1,0,267
"508","YBL054W",538,1,0,537
"509","YBL054W",1024,1,0,1023
"510","YBL054W",1027,2,0,1026
"511","YBL054W",1192,1,0,1191
"512","YBL055C",34,1,0,33
"513","YBL055C",79,2,0,78
"514","YBL055C",124,1,0,123
"515","YBL055C",310,1,0,309
"517","YBL056W",16,1,0,15
"518","YBL056W",19,1,0,18
"519","YBL056W",22,2,0,21
"520","YBL056W",34,1,0,33
"521","YBL056W",100,1,0,99
"522","YBL056W",112,1,0,111
"523","YBL056W",127,1,0,126
"524","YBL056W",133,1,0,132
"525","YBL056W",658,1,0,657
"529","YBL058W",274,1,0,273
"530","YBL058W",556,1,0,555
"531","YBL058W",721,2,0,720
"533","YBL059W",127,1,0,126
"536","YBL061C",16,1,0,15
"537","YBL061C",19,1,0,18
"538","YBL061C",25,1,0,24
"539","YBL061C",43,1,0,42
"540","YBL061C",373,1,0,372
"541","YBL061C",415,1,0,414
"542","YBL061C",544,1,0,543
"543","YBL061C",676,1,0,675
"544","YBL064C",316,1,0,315
"545","YBL064C",319,1,0,318
"546","YBL064C",772,1,0,771
"547","YBL067C",40,1,0,39
"548","YBL067C",43,1,0,42
"549","YBL068W",25,1,0,24
"550","YBL068W",142,1,0,141
"551","YBL068W",376,1,0,375
"552","YBL068W",544,1,0,543
"553","YBL068W",904,1,0,903
"555","YBL069W",205,1,0,204
"556","YBL069W",361,1,0,360
"557","YBL071W-A",106,1,0,105
"559","YBL072C",259,1,0,258
"560","YBL072C",370,1,0,369
"562","YBL075C",1513,1,0,1512
"563","YBL075C",1669,1,0,1668
"566","YBL076C",91,1,0,90
"567","YBL076C",136,1,0,135
"568","YBL076C",139,1,0,138
"569","YBL076C",193,1,0,192
"570","YBL076C",238,1,0,237
"571","YBL076C",271,1,0,270
"572","YBL076C",286,2,0,285
"573","YBL076C",289,1,0,288
"574","YBL076C",340,1,0,339
"575","YBL076C",391,1,0,390
"576","YBL076C",421,1,0,420
"577","YBL076C",1969,1,0,1968
"578","YBL076C",3079,1,0,3078
"579","YBL076C",3082,2,0,3081
"580","YBL076C",3094,1,0,3093
"581","YBL078C",214,1,0,213
"582","YBL079W",544,1,0,543
"583","YBL079W",808,1,0,807
"584","YBL079W",814,1,0,813
"585","YBL079W",2344,1,0,2343
"586","YBL079W",2968,1,0,2967
"588","YBL081W",412,1,0,411
"589","YBL082C",286,1,0,285
"590","YBL083C",19,1,0,18
"592","YBL084C",25,1,0,24
"593","YBL084C",970,1,0,969
"594","YBL085W",631,1,0,630
"595","YBL085W",691,1,0,690
"596","YBL085W",748,1,0,747
"597","YBL085W",1183,1,0,1182
"598","YBL085W",2566,1,0,2565
"599","YBL086C",22,1,0,21
"600","YBL086C",31,1,0,30
"601","YBL087C",31,1,0,30
"603","YBL090W",178,1,0,177
"605","YBL091C",163,1,0,162
"606","YBL091C",172,1,0,171
"607","YBL091C",184,1,0,183
"608","YBL091C",187,1,0,186
"609","YBL091C",481,1,0,480
"610","YBL091C",520,1,0,519
"611","YBL091C-A",79,1,0,78
"612","YBL091C-A",388,1,0,387
"614","YBL093C",235,2,0,234
"615","YBL093C",505,1,0,504
"617","YBL095W",16,1,0,15
"618","YBL095W",25,1,0,24
"620","YBL098W",109,1,0,108
"621","YBL098W",202,1,0,201
"622","YBL098W",241,1,0,240
"623","YBL099W",43,1,0,42
"624","YBL099W",58,1,0,57
"625","YBL099W",151,1,0,150
"626","YBL099W",247,1,0,246
"627","YBL099W",307,1,0,306
"628","YBL099W",415,1,0,414
"629","YBL099W",670,1,0,669
"630","YBL099W",892,1,0,891
"631","YBL099W",976,1,0,975
"632","YBL099W",1054,1,0,1053
"633","YBL100W-A",49,1,0,48
"634","YBL101C",121,1,0,120
"635","YBL101C",133,1,0,132
"636","YBL101C",148,1,0,147
"637","YBL101C",184,1,0,183
"640","YBL102W",16,1,0,15
"641","YBL102W",52,1,0,51
"644","YBL103C",988,1,0,987
"647","YBL105C",16,1,0,15
"648","YBL105C",28,1,0,27
"649","YBL105C",247,1,0,246
"650","YBL105C",331,1,0,330
"651","YBL105C",445,1,0,444
"652","YBL105C",610,1,0,609
"653","YBL105C",1285,1,0,1284
"654","YBL105C",1855,1,0,1854
"655","YBL105C",1972,1,0,1971
"656","YBL107C",67,1,0,66
"657","YBL107C",103,1,0,102
"660","YBR001C",16,1,0,15
"661","YBR001C",19,1,0,18
"662","YBR001C",28,1,0,27
"663","YBR001C",34,1,0,33
"664","YBR001C",37,1,0,36
"665","YBR001C",502,1,0,501
"666","YBR002C",22,1,0,21
"667","YBR002C",43,1,0,42
"668","YBR002C",124,1,0,123
"669","YBR002C",280,1,0,279
"670","YBR003W",61,1,0,60
"671","YBR004C",115,1,0,114
"672","YBR004C",118,1,0,117
"673","YBR004C",178,1,0,177
"674","YBR005W",22,1,0,21
"675","YBR005W",187,1,0,186
"676","YBR005W",241,1,0,240
"678","YBR006W",16,1,0,15
"679","YBR007C",124,1,0,123
"680","YBR007C",142,1,0,141
"681","YBR007C",157,1,0,156
"682","YBR007C",1048,1,0,1047
"684","YBR010W",124,2,0,123
"685","YBR010W",136,1,0,135
"686","YBR010W",148,1,0,147
"688","YBR011C",16,1,0,15
"689","YBR011C",115,1,0,114
"690","YBR011C",184,1,0,183
"691","YBR011C",352,1,0,351
"692","YBR011C",586,1,0,585
"693","YBR012W-A",601,1,0,600
"694","YBR012W-A",997,1,0,996
"695","YBR012W-B",247,1,0,246
"696","YBR012W-B",250,1,0,249
"697","YBR012W-B",334,1,0,333
"698","YBR012W-B",370,1,0,369
"699","YBR012W-B",514,1,0,513
"700","YBR012W-B",601,1,0,600
"701","YBR012W-B",757,1,0,756
"702","YBR012W-B",886,1,0,885
"703","YBR012W-B",973,1,0,972
"704","YBR012W-B",997,1,0,996
"705","YBR012W-B",1063,1,0,1062
"706","YBR012W-B",1087,1,0,1086
"707","YBR014C",16,1,0,15
"708","YBR014C",25,1,0,24
"709","YBR014C",28,1,0,27
"710","YBR014C",517,1,0,516
"713","YBR015C",28,1,0,27
"714","YBR015C",40,1,0,39
"715","YBR015C",79,1,0,78
"716","YBR015C",82,1,0,81
"717","YBR015C",355,1,0,354
"718","YBR015C",619,1,0,618
"719","YBR015C",745,1,0,744
"720","YBR015C",901,1,0,900
"721","YBR015C",1087,1,0,1086
"722","YBR017C",19,2,0,18
"723","YBR017C",22,1,0,21
"724","YBR017C",121,1,0,120
"725","YBR017C",142,1,0,141
"726","YBR017C",151,1,0,150
"727","YBR017C",211,1,0,210
"728","YBR017C",319,1,0,318
"729","YBR017C",349,1,0,348
"730","YBR017C",541,1,0,540
"731","YBR017C",856,1,0,855
"732","YBR017C",865,1,0,864
"733","YBR022W",160,1,0,159
"736","YBR023C",19,1,0,18
"737","YBR023C",22,1,0,21
"738","YBR023C",25,1,0,24
"739","YBR023C",55,1,0,54
"740","YBR023C",103,1,0,102
"741","YBR023C",124,1,0,123
"742","YBR023C",151,1,0,150
"743","YBR023C",154,1,0,153
"744","YBR023C",1192,1,0,1191
"745","YBR023C",3106,1,0,3105
"747","YBR024W",16,1,0,15
"748","YBR024W",61,1,0,60
"749","YBR024W",64,1,0,63
"750","YBR024W",238,1,0,237
"755","YBR025C",376,1,0,375
"756","YBR025C",979,1,0,978
"758","YBR026C",82,2,0,81
"759","YBR026C",127,1,0,126
"760","YBR026C",130,1,0,129
"762","YBR028C",16,1,0,15
"763","YBR028C",91,1,0,90
"764","YBR028C",196,1,0,195
"768","YBR029C",106,1,0,105
"769","YBR029C",142,1,0,141
"770","YBR029C",274,1,0,273
"771","YBR029C",298,1,0,297
"774","YBR031W",346,1,0,345
"775","YBR031W",613,1,0,612
"778","YBR034C",16,1,0,15
"779","YBR034C",85,1,0,84
"780","YBR034C",97,1,0,96
"781","YBR034C",100,1,0,99
"782","YBR034C",175,1,0,174
"784","YBR035C",244,1,0,243
"785","YBR035C",280,1,0,279
"786","YBR036C",19,1,0,18
"787","YBR036C",40,1,0,39
"788","YBR036C",82,1,0,81
"789","YBR036C",94,1,0,93
"790","YBR036C",820,1,0,819
"791","YBR037C",280,1,0,279
"792","YBR038W",16,1,0,15
"793","YBR038W",46,1,0,45
"794","YBR038W",265,1,0,264
"795","YBR038W",271,1,0,270
"796","YBR038W",283,1,0,282
"797","YBR038W",304,1,0,303
"798","YBR038W",733,1,0,732
"799","YBR038W",814,1,0,813
"800","YBR038W",904,1,0,903
"801","YBR038W",1876,1,0,1875
"803","YBR039W",25,1,0,24
"804","YBR039W",31,1,0,30
"805","YBR039W",85,1,0,84
"806","YBR039W",340,1,0,339
"807","YBR039W",397,1,0,396
"809","YBR041W",16,1,0,15
"810","YBR041W",19,1,0,18
"811","YBR041W",25,1,0,24
"812","YBR041W",49,1,0,48
"813","YBR041W",577,1,0,576
"814","YBR042C",22,1,0,21
"815","YBR042C",76,1,0,75
"816","YBR042C",1180,1,0,1179
"820","YBR046C",16,1,0,15
"821","YBR046C",49,1,0,48
"822","YBR046C",451,1,0,450
"823","YBR047W",34,1,0,33
"824","YBR047W",100,1,0,99
"825","YBR048W",16,1,0,15
"826","YBR048W",316,1,0,315
"827","YBR049C",880,1,0,879
"828","YBR049C",1399,1,0,1398
"829","YBR049C",1402,2,0,1401
"830","YBR049C",1567,1,0,1566
"831","YBR049C",1570,2,0,1569
"832","YBR049C",1582,2,0,1581
"833","YBR049C",1915,1,0,1914
"835","YBR050C",16,1,0,15
"837","YBR052C",61,1,0,60
"838","YBR053C",37,2,0,36
"839","YBR053C",100,1,0,99
"840","YBR053C",172,1,0,171
"841","YBR054W",25,1,0,24
"842","YBR054W",37,1,0,36
"843","YBR054W",172,1,0,171
"844","YBR056W",22,1,0,21
"845","YBR056W",31,1,0,30
"846","YBR056W",343,1,0,342
"849","YBR057C",34,1,0,33
"850","YBR057C",223,1,0,222
"851","YBR057C",355,1,0,354
"852","YBR057C",403,1,0,402
"853","YBR058C",22,1,0,21
"854","YBR058C",52,1,0,51
"855","YBR058C",220,2,0,219
"856","YBR058C",244,1,0,243
"857","YBR058C",469,1,0,468
"858","YBR058C",1054,1,0,1053
"859","YBR058C",1072,1,0,1071
"860","YBR058C",1228,1,0,1227
"861","YBR058C",1318,2,0,1317
"862","YBR058C-A",196,1,0,195
"864","YBR059C",175,1,0,174
"865","YBR059C",700,1,0,699
"866","YBR059C",1345,1,0,1344
"867","YBR059C",1939,1,0,1938
"868","YBR059C",2683,1,0,2682
"869","YBR059C",2869,1,0,2868
"870","YBR059C",3121,1,0,3120
"872","YBR060C",799,1,0,798
"873","YBR060C",1003,1,0,1002
"874","YBR061C",97,1,0,96
"875","YBR061C",124,1,0,123
"876","YBR061C",208,1,0,207
"878","YBR062C",64,1,0,63
"881","YBR065C",25,1,0,24
"882","YBR065C",187,1,0,186
"885","YBR066C",16,1,0,15
"886","YBR066C",28,1,0,27
"887","YBR067C",22,1,0,21
"888","YBR067C",109,2,0,108
"889","YBR067C",160,1,0,159
"892","YBR068C",106,1,0,105
"893","YBR068C",172,1,0,171
"894","YBR068C",214,1,0,213
"895","YBR068C",226,1,0,225
"896","YBR068C",265,1,0,264
"897","YBR068C",325,1,0,324
"898","YBR068C",460,1,0,459
"899","YBR068C",811,1,0,810
"900","YBR068C",820,1,0,819
"901","YBR068C",1477,1,0,1476
"903","YBR069C",28,1,0,27
"904","YBR069C",166,2,0,165
"905","YBR069C",178,1,0,177
"906","YBR069C",328,1,0,327
"907","YBR069C",358,1,0,357
"908","YBR069C",421,1,0,420
"910","YBR070C",49,1,0,48
"911","YBR071W",298,1,0,297
"912","YBR072W",133,2,0,132
"913","YBR073W",628,1,0,627
"914","YBR074W",19,1,0,18
"915","YBR074W",109,2,0,108
"916","YBR074W",112,1,0,111
"917","YBR074W",121,1,0,120
"918","YBR074W",214,1,0,213
"919","YBR074W",481,1,0,480
"920","YBR074W",730,1,0,729
"922","YBR077C",181,1,0,180
"923","YBR077C",361,1,0,360
"926","YBR078W",427,1,0,426
"927","YBR078W",994,1,0,993
"928","YBR079C",46,1,0,45
"929","YBR079C",94,1,0,93
"930","YBR079C",184,1,0,183
"931","YBR079C",550,2,0,549
"932","YBR079C",568,1,0,567
"933","YBR079C",1513,2,0,1512
"934","YBR079C",1663,1,0,1662
"935","YBR079C",1672,1,0,1671
"936","YBR079C",2254,1,0,2253
"937","YBR079C",2386,1,0,2385
"938","YBR079C",2680,1,0,2679
"939","YBR079C",2683,2,0,2682
"942","YBR080C",55,1,0,54
"943","YBR080C",223,1,0,222
"944","YBR080C",226,2,0,225
"945","YBR080C",847,1,0,846
"946","YBR080C",1222,1,0,1221
"947","YBR080C",1774,1,0,1773
"949","YBR082C",250,1,0,249
"951","YBR083W",121,1,0,120
"952","YBR083W",976,1,0,975
"953","YBR084C-A",19,1,0,18
"954","YBR084C-A",22,1,0,21
"955","YBR084C-A",73,1,0,72
"957","YBR084W",61,1,0,60
"958","YBR084W",136,1,0,135
