"","seqnames","start","freq","utr5_len","ss"
"234","FBtr0070094",519,1,101,417
"235","FBtr0070094",843,1,101,741
"236","FBtr0070094",1017,1,101,915
"237","FBtr0070094",3012,1,101,2910
"238","FBtr0070098",211,1,183,27
"239","FBtr0070107",311,1,175,135
"240","FBtr0070107",431,1,175,255
"241","FBtr0070108",412,1,186,225
"242","FBtr0070108",532,1,186,345
"243","FBtr0070115",236,1,214,21
"244","FBtr0070115",278,1,214,63
"247","FBtr0070119",225,1,113,111
"248","FBtr0070119",1200,1,113,1086
"249","FBtr0070122",172,1,144,27
"250","FBtr0070122",238,1,144,93
"251","FBtr0070122",436,1,144,291
"252","FBtr0070123",394,1,297,96
"253","FBtr0070123",610,2,297,312
"254","FBtr0070123",643,1,297,345
"255","FBtr0070124",779,1,682,96
"256","FBtr0070124",995,2,682,312
"257","FBtr0070124",1028,1,682,345
"258","FBtr0070125",152,1,55,96
"259","FBtr0070125",368,2,55,312
"260","FBtr0070125",401,1,55,345
"261","FBtr0070126",242,1,145,96
"262","FBtr0070126",458,2,145,312
"263","FBtr0070126",491,1,145,345
"264","FBtr0070127",357,1,260,96
"265","FBtr0070127",573,2,260,312
"266","FBtr0070127",606,1,260,345
"267","FBtr0070128",220,1,123,96
"268","FBtr0070128",436,2,123,312
"269","FBtr0070128",469,1,123,345
"270","FBtr0070129",176,1,79,96
"271","FBtr0070129",392,2,79,312
"272","FBtr0070129",425,1,79,345
"275","FBtr0070135",362,1,136,225
"276","FBtr0070135",398,1,136,261
"278","FBtr0070136",341,1,115,225
"279","FBtr0070136",377,1,115,261
"281","FBtr0070137",431,1,205,225
"282","FBtr0070137",467,1,205,261
"283","FBtr0070141",548,1,409,138
"284","FBtr0070141",626,1,409,216
"285","FBtr0070141",680,1,409,270
"286","FBtr0070141",683,1,409,273
"288","FBtr0070146",749,1,694,54
"289","FBtr0070146",3131,1,694,2436
"292","FBtr0070148",357,1,35,321
"293","FBtr0070148",540,2,35,504
"294","FBtr0070148",570,1,35,534
"295","FBtr0070148",573,1,35,537
"296","FBtr0070148",657,1,35,621
"297","FBtr0070155",213,1,107,105
"298","FBtr0070156",200,1,94,105
"299","FBtr0070157",180,1,74,105
"300","FBtr0070158",237,1,131,105
"301","FBtr0070159",90,1,53,36
"302","FBtr0070159",93,1,53,39
"303","FBtr0070161",2636,1,754,1881
"304","FBtr0070165",210,1,77,132
"305","FBtr0070165",363,1,77,285
"306","FBtr0070167",648,1,626,21
"307","FBtr0070167",717,1,626,90
"308","FBtr0070167",873,1,626,246
"309","FBtr0070167",969,1,626,342
"310","FBtr0070167",1041,1,626,414
"311","FBtr0070167",1113,1,626,486
"312","FBtr0070167",1248,1,626,621
"313","FBtr0070167",1455,1,626,828
"314","FBtr0070167",1530,1,626,903
"315","FBtr0070167",1608,1,626,981
"316","FBtr0070168",325,1,303,21
"317","FBtr0070168",394,1,303,90
"318","FBtr0070168",550,1,303,246
"319","FBtr0070168",646,1,303,342
"320","FBtr0070168",718,1,303,414
"321","FBtr0070168",790,1,303,486
"322","FBtr0070168",925,1,303,621
"323","FBtr0070168",1132,1,303,828
"324","FBtr0070168",1207,1,303,903
"325","FBtr0070168",1285,1,303,981
"326","FBtr0070169",444,1,422,21
"327","FBtr0070169",513,1,422,90
"328","FBtr0070169",669,1,422,246
"329","FBtr0070169",765,1,422,342
"330","FBtr0070169",837,1,422,414
"331","FBtr0070169",909,1,422,486
"332","FBtr0070169",1044,1,422,621
"333","FBtr0070169",1251,1,422,828
"334","FBtr0070169",1326,1,422,903
"335","FBtr0070169",1404,1,422,981
"336","FBtr0070179",49,1,15,33
"337","FBtr0070179",64,1,15,48
"338","FBtr0070179",235,2,15,219
"339","FBtr0070179",382,2,15,366
"340","FBtr0070188",811,1,72,738
"341","FBtr0070209",510,1,386,123
"342","FBtr0070212",142,1,81,60
"344","FBtr0070215",567,1,161,405
"345","FBtr0070215",597,1,161,435
"346","FBtr0070215",768,1,161,606
"347","FBtr0070216",547,1,267,279
"348","FBtr0070216",1714,1,267,1446
"349","FBtr0070216",1753,1,267,1485
"350","FBtr0070217",653,1,373,279
"351","FBtr0070217",1820,1,373,1446
"352","FBtr0070217",1859,1,373,1485
"353","FBtr0070218",539,1,259,279
"354","FBtr0070218",1706,1,259,1446
"355","FBtr0070218",1745,1,259,1485
"356","FBtr0070225",515,1,490,24
"357","FBtr0070225",560,1,490,69
"358","FBtr0070233",449,1,157,291
"359","FBtr0070235",515,1,493,21
"360","FBtr0070235",533,1,493,39
"361","FBtr0070235",1559,1,493,1065
"363","FBtr0070249",703,1,666,36
"364","FBtr0070249",763,1,666,96
"365","FBtr0070249",994,1,666,327
"366","FBtr0070249",1024,1,666,357
"367","FBtr0070249",1753,1,666,1086
"368","FBtr0070258",199,1,129,69
"370","FBtr0070259",832,1,687,144
"371","FBtr0070259",889,1,687,201
"372","FBtr0070259",985,1,687,297
"373","FBtr0070259",988,1,687,300
"374","FBtr0070259",1351,1,687,663
"375","FBtr0070259",1369,1,687,681
"376","FBtr0070260",421,1,393,27
"377","FBtr0070260",568,1,393,174
"378","FBtr0070269",2352,1,71,2280
"379","FBtr0070269",2511,1,71,2439
"380","FBtr0070269",2577,1,71,2505
"382","FBtr0070283",313,1,288,24
"383","FBtr0070283",604,1,288,315
"384","FBtr0070289",237,1,206,30
"385","FBtr0070289",564,1,206,357
"386","FBtr0070290",211,1,180,30
"387","FBtr0070290",538,1,180,357
"388","FBtr0070297",133,1,105,27
"389","FBtr0070297",178,1,105,72
"390","FBtr0070297",673,1,105,567
"391","FBtr0070297",1282,1,105,1176
"392","FBtr0070299",1016,1,502,513
"393","FBtr0070300",949,1,447,501
"396","FBtr0070311",313,1,285,27
"397","FBtr0070311",460,1,285,174
"398","FBtr0070311",523,1,285,237
"399","FBtr0070311",634,1,285,348
"400","FBtr0070311",664,1,285,378
"401","FBtr0070311",781,1,285,495
"402","FBtr0070311",841,1,285,555
"403","FBtr0070311",907,1,285,621
"404","FBtr0070311",1165,1,285,879
"405","FBtr0070311",1702,1,285,1416
"407","FBtr0070312",228,1,110,117
"408","FBtr0070313",367,1,291,75
"409","FBtr0070313",523,1,291,231
"410","FBtr0070313",739,2,291,447
"411","FBtr0070314",137,1,91,45
"412","FBtr0070314",143,2,91,51
"413","FBtr0070314",686,1,91,594
"414","FBtr0070314",806,1,91,714
"415","FBtr0070315",133,1,114,18
"416","FBtr0070315",151,1,114,36
"417","FBtr0070315",184,1,114,69
"418","FBtr0070315",262,1,114,147
"420","FBtr0070316",690,1,647,42
"421","FBtr0070316",840,1,647,192
"422","FBtr0070316",897,1,647,249
"423","FBtr0070316",1485,1,647,837
"424","FBtr0070316",2166,1,647,1518
"425","FBtr0070316",2382,1,647,1734
"426","FBtr0070316",2607,1,647,1959
"427","FBtr0070316",3021,1,647,2373
"428","FBtr0070316",3432,1,647,2784
"429","FBtr0070316",3528,1,647,2880
"430","FBtr0070316",3699,1,647,3051
"431","FBtr0070316",3843,1,647,3195
"432","FBtr0070316",4227,1,647,3579
"433","FBtr0070316",4275,1,647,3627
"434","FBtr0070316",4533,1,647,3885
"435","FBtr0070316",4779,1,647,4131
"436","FBtr0070316",5103,1,647,4455
"437","FBtr0070316",5115,1,647,4467
"438","FBtr0070317",844,1,777,66
"439","FBtr0070318",146,1,103,42
"440","FBtr0070318",254,1,103,150
"441","FBtr0070319",146,1,103,42
"442","FBtr0070319",254,1,103,150
"443","FBtr0070320",285,1,125,159
"444","FBtr0070321",111,1,80,30
"445","FBtr0070326",401,1,274,126
"446","FBtr0070326",509,1,274,234
"447","FBtr0070326",3146,1,274,2871
"448","FBtr0070326",3755,1,274,3480
"449","FBtr0070326",4613,1,274,4338
"450","FBtr0070326",6077,1,274,5802
"451","FBtr0070326",6896,1,274,6621
"452","FBtr0070331",366,1,80,285
"453","FBtr0070331",369,1,80,288
"454","FBtr0070331",378,1,80,297
"455","FBtr0070331",840,2,80,759
"456","FBtr0070334",405,1,380,24
"457","FBtr0070334",498,2,380,117
"458","FBtr0070334",786,1,380,405
"459","FBtr0070334",822,1,380,441
"460","FBtr0070334",852,1,380,471
"461","FBtr0070334",1284,1,380,903
"462","FBtr0070334",1287,1,380,906
"463","FBtr0070334",1923,1,380,1542
"464","FBtr0070335",435,1,410,24
"465","FBtr0070335",528,2,410,117
"466","FBtr0070335",816,1,410,405
"467","FBtr0070335",852,1,410,441
"468","FBtr0070335",882,1,410,471
"469","FBtr0070335",1314,1,410,903
"470","FBtr0070335",1317,1,410,906
"471","FBtr0070335",1953,1,410,1542
"472","FBtr0070336",340,1,315,24
"473","FBtr0070336",433,2,315,117
"474","FBtr0070336",721,1,315,405
"475","FBtr0070336",757,1,315,441
"476","FBtr0070336",787,1,315,471
"477","FBtr0070336",1219,1,315,903
"478","FBtr0070336",1222,1,315,906
"479","FBtr0070336",1858,1,315,1542
"480","FBtr0070337",387,1,164,222
"481","FBtr0070337",447,1,164,282
"482","FBtr0070337",483,1,164,318
"483","FBtr0070337",513,1,164,348
"484","FBtr0070337",945,1,164,780
"485","FBtr0070337",948,1,164,783
"486","FBtr0070337",1584,1,164,1419
"487","FBtr0070339",563,1,151,411
"488","FBtr0070339",752,1,151,600
"489","FBtr0070341",440,1,85,354
"492","FBtr0070343",579,1,398,180
"493","FBtr0070343",747,1,398,348
"496","FBtr0070344",579,1,398,180
"497","FBtr0070344",747,1,398,348
"500","FBtr0070345",576,1,395,180
"501","FBtr0070345",744,1,395,348
"503","FBtr0070346",463,1,399,63
"504","FBtr0070346",949,1,399,549
"505","FBtr0070346",1480,1,399,1080
"507","FBtr0070347",126,1,68,57
"508","FBtr0070347",285,1,68,216
"509","FBtr0070347",456,1,68,387
"510","FBtr0070347",489,1,68,420
"511","FBtr0070349",129,1,86,42
"512","FBtr0070350",763,1,51,711
"513","FBtr0070350",1105,1,51,1053
"514","FBtr0070350",1513,1,51,1461
"515","FBtr0070350",1600,1,51,1548
"516","FBtr0070350",1603,1,51,1551
"517","FBtr0070351",763,1,51,711
"518","FBtr0070351",1105,1,51,1053
"519","FBtr0070351",1513,1,51,1461
"520","FBtr0070351",1600,1,51,1548
"521","FBtr0070351",1603,1,51,1551
"522","FBtr0070352",986,1,676,309
"523","FBtr0070352",1064,1,676,387
"524","FBtr0070353",363,1,53,309
"525","FBtr0070353",441,1,53,387
"526","FBtr0070354",812,1,502,309
"527","FBtr0070354",890,1,502,387
"529","FBtr0070362",1286,1,175,1110
"530","FBtr0070362",4694,1,175,4518
"531","FBtr0070362",4853,1,175,4677
"532","FBtr0070362",5600,1,175,5424
"533","FBtr0070362",7127,1,175,6951
"535","FBtr0070363",1349,1,175,1173
"536","FBtr0070363",4757,1,175,4581
"537","FBtr0070363",4916,1,175,4740
"538","FBtr0070363",5663,1,175,5487
"539","FBtr0070363",7190,1,175,7014
"540","FBtr0070364",112,1,90,21
"541","FBtr0070364",280,1,90,189
"542","FBtr0070364",283,1,90,192
"543","FBtr0070365",162,1,131,30
"544","FBtr0070365",282,1,131,150
"545","FBtr0070365",369,1,131,237
"546","FBtr0070366",279,1,35,243
"547","FBtr0070366",414,1,35,378
"548","FBtr0070366",531,1,35,495
"549","FBtr0070366",699,1,35,663
"550","FBtr0070371",215,1,193,21
"551","FBtr0070371",227,1,193,33
"552","FBtr0070371",230,1,193,36
"553","FBtr0070371",281,1,193,87
"554","FBtr0070371",401,1,193,207
"555","FBtr0070371",431,1,193,237
"556","FBtr0070371",779,1,193,585
"557","FBtr0070371",914,1,193,720
"558","FBtr0070371",1520,1,193,1326
"559","FBtr0070372",85,1,69,15
"560","FBtr0070372",103,1,69,33
"561","FBtr0070372",244,1,69,174
"562","FBtr0070375",166,1,117,48
"563","FBtr0070375",169,1,117,51
"564","FBtr0070375",262,2,117,144
"565","FBtr0070375",304,1,117,186
"566","FBtr0070376",518,1,496,21
"567","FBtr0070376",602,1,496,105
"568","FBtr0070376",878,2,496,381
"569","FBtr0070376",1091,1,496,594
"570","FBtr0070376",1355,1,496,858
"571","FBtr0070376",1394,1,496,897
"572","FBtr0070376",1565,1,496,1068
"573","FBtr0070377",408,1,386,21
"574","FBtr0070377",492,1,386,105
"575","FBtr0070377",768,2,386,381
"576","FBtr0070377",981,1,386,594
"577","FBtr0070377",1245,1,386,858
"578","FBtr0070377",1284,1,386,897
"579","FBtr0070377",1455,1,386,1068
"581","FBtr0070378",202,1,171,30
"582","FBtr0070380",375,1,194,180
"583","FBtr0070380",1251,1,194,1056
"584","FBtr0070381",1117,1,183,933
"585","FBtr0070382",1221,1,287,933
"586","FBtr0070383",1242,1,308,933
"588","FBtr0070384",311,1,271,39
"589","FBtr0070384",326,1,271,54
"590","FBtr0070384",407,1,271,135
"591","FBtr0070384",677,1,271,405
"592","FBtr0070384",710,1,271,438
"593","FBtr0070384",857,1,271,585
"594","FBtr0070384",896,1,271,624
"595","FBtr0070384",929,1,271,657
"596","FBtr0070384",1118,1,271,846
"597","FBtr0070384",1406,1,271,1134
"598","FBtr0070386",265,2,117,147
"599","FBtr0070386",295,1,117,177
"600","FBtr0070389",120,1,89,30
"601","FBtr0070389",909,1,89,819
"602","FBtr0070392",114,1,77,36
"603","FBtr0070392",138,1,77,60
"604","FBtr0070392",558,1,77,480
"605","FBtr0070393",780,1,629,150
"606","FBtr0070393",783,1,629,153
"607","FBtr0070393",1986,1,629,1356
"608","FBtr0070396",430,1,171,258
"609","FBtr0070398",99,1,59,39
"610","FBtr0070398",141,1,59,81
"611","FBtr0070398",144,1,59,84
"612","FBtr0070398",201,1,59,141
"613","FBtr0070398",282,1,59,222
"614","FBtr0070398",294,1,59,234
"615","FBtr0070398",339,1,59,279
"616","FBtr0070398",747,1,59,687
"617","FBtr0070398",837,1,59,777
"618","FBtr0070398",1659,1,59,1599
"619","FBtr0070405",154,1,114,39
"620","FBtr0070405",163,1,114,48
"621","FBtr0070405",247,1,114,132
"622","FBtr0070406",1580,1,1339,240
"623","FBtr0070408",756,1,722,33
"624","FBtr0070411",276,1,197,78
"625","FBtr0070411",303,2,197,105
"626","FBtr0070411",306,1,197,108
"627","FBtr0070411",387,1,197,189
"628","FBtr0070411",498,1,197,300
"629","FBtr0070411",624,1,197,426
"630","FBtr0070411",1002,1,197,804
"631","FBtr0070411",1005,2,197,807
"632","FBtr0070411",1713,1,197,1515
"633","FBtr0070411",2583,1,197,2385
"634","FBtr0070411",2685,1,197,2487
"635","FBtr0070412",696,1,668,27
"636","FBtr0070412",765,1,668,96
"637","FBtr0070412",819,1,668,150
"638","FBtr0070412",888,1,668,219
"639","FBtr0070412",924,1,668,255
"640","FBtr0070412",936,1,668,267
"641","FBtr0070412",1098,1,668,429
"642","FBtr0070412",1716,1,668,1047
"644","FBtr0070414",501,1,479,21
"645","FBtr0070418",139,2,120,18
"646","FBtr0070418",271,1,120,150
"647","FBtr0070418",343,2,120,222
"648","FBtr0070418",346,1,120,225
"649","FBtr0070418",517,1,120,396
"650","FBtr0070418",706,1,120,585
"651","FBtr0070418",1732,1,120,1611
"652","FBtr0070418",2068,1,120,1947
"653","FBtr0070418",2104,1,120,1983
"654","FBtr0070419",191,1,133,57
"655","FBtr0070419",3299,1,133,3165
"657","FBtr0070420",231,1,212,18
"658","FBtr0070420",408,1,212,195
"659","FBtr0070420",411,1,212,198
"660","FBtr0070420",570,1,212,357
"661","FBtr0070420",759,2,212,546
"662","FBtr0070420",987,1,212,774
"663","FBtr0070420",1314,1,212,1101
"664","FBtr0070420",1512,1,212,1299
"665","FBtr0070420",1665,1,212,1452
"666","FBtr0070420",2151,1,212,1938
"667","FBtr0070420",2664,1,212,2451
"668","FBtr0070420",2880,1,212,2667
"669","FBtr0070420",3009,1,212,2796
"670","FBtr0070420",3042,1,212,2829
"671","FBtr0070425",167,1,130,36
"672","FBtr0070425",380,1,130,249
"673","FBtr0070425",383,1,130,252
"674","FBtr0070425",401,1,130,270
"675","FBtr0070425",521,2,130,390
"676","FBtr0070425",542,1,130,411
"677","FBtr0070425",593,1,130,462
"678","FBtr0070425",770,1,130,639
"679","FBtr0070429",2159,1,772,1386
"680","FBtr0070429",2252,1,772,1479
"681","FBtr0070429",2681,1,772,1908
"682","FBtr0070429",2846,1,772,2073
"683","FBtr0070429",3191,1,772,2418
"684","FBtr0070429",3518,1,772,2745
"685","FBtr0070429",4976,1,772,4203
"686","FBtr0070430",1490,1,1018,471
"687","FBtr0070430",1817,1,1018,798
"688","FBtr0070431",185,1,166,18
"689","FBtr0070431",248,1,166,81
"690","FBtr0070434",204,1,107,96
"691","FBtr0070434",294,1,107,186
"692","FBtr0070438",321,1,299,21
"693","FBtr0070438",558,1,299,258
"694","FBtr0070438",561,1,299,261
"696","FBtr0070445",356,1,205,150
"697","FBtr0070445",491,1,205,285
"699","FBtr0070446",128,1,91,36
"700","FBtr0070446",398,1,91,306
"701","FBtr0070446",500,1,91,408
"702","FBtr0070446",503,1,91,411
"703","FBtr0070446",629,1,91,537
"704","FBtr0070446",773,1,91,681
"705","FBtr0070448",584,1,373,210
"706","FBtr0070448",704,1,373,330
"707","FBtr0070458",815,1,193,621
"708","FBtr0070459",297,1,191,105
"709","FBtr0070459",366,1,191,174
"710","FBtr0070459",417,1,191,225
"711","FBtr0070466",640,1,285,354
"712","FBtr0070466",904,1,285,618
"713","FBtr0070466",1495,1,285,1209
"714","FBtr0070466",1690,1,285,1404
"715","FBtr0070467",1001,1,646,354
"716","FBtr0070467",1265,1,646,618
"717","FBtr0070467",1856,1,646,1209
"718","FBtr0070467",2045,1,646,1398
"719","FBtr0070467",2051,1,646,1404
"720","FBtr0070468",848,1,493,354
"721","FBtr0070468",1112,1,493,618
"722","FBtr0070468",1703,1,493,1209
"723","FBtr0070468",1898,1,493,1404
"724","FBtr0070469",1001,1,646,354
"725","FBtr0070469",1265,1,646,618
"726","FBtr0070469",1856,1,646,1209
"727","FBtr0070469",2051,1,646,1404
"728","FBtr0070470",903,1,548,354
"729","FBtr0070470",1167,1,548,618
"730","FBtr0070470",1758,1,548,1209
"731","FBtr0070470",1953,1,548,1404
"732","FBtr0070471",2514,1,584,1929
"733","FBtr0070471",2604,1,584,2019
"734","FBtr0070471",2733,1,584,2148
"735","FBtr0070471",2763,1,584,2178
"736","FBtr0070472",814,1,459,354
"737","FBtr0070472",1078,1,459,618
"738","FBtr0070472",1669,1,459,1209
"739","FBtr0070472",1864,1,459,1404
"740","FBtr0070473",884,1,529,354
"741","FBtr0070473",1148,1,529,618
"742","FBtr0070473",1739,1,529,1209
"743","FBtr0070473",1934,1,529,1404
"744","FBtr0070474",1290,1,935,354
"745","FBtr0070474",1554,1,935,618
"746","FBtr0070474",2145,1,935,1209
"747","FBtr0070474",2334,1,935,1398
"748","FBtr0070474",2340,1,935,1404
"749","FBtr0070475",986,1,685,300
"750","FBtr0070475",1250,1,685,564
