ACTG1_30,NA,NA,NA,NA,NA,NA,ENSMUST00000071555,30,ENST00000573283,31
SF1_1358,NA,NA,NA,NA,ENSDART00000166900,807,ENSMUST00000131252,589,NA,NA
MAEA_1230,NA,NA,NA,NA,ENSDART00000075759,1116,NA,NA,ENST00000505177,1230
SMNDC1_15,NA,NA,NA,NA,NA,NA,ENSMUST00000025997,15,ENST00000369603,18
UBA1_2643,NA,NA,NA,NA,NA,NA,ENSMUST00000089217,2190,ENST00000335972,2190
SLC39A14_1146,NA,NA,NA,NA,NA,NA,ENSMUST00000068044,1137,ENST00000359741,1146
UAP1_381,NA,NA,NA,NA,NA,NA,ENSMUST00000111351,381,ENST00000367925,381
LARP7_282,NA,NA,NA,NA,ENSDART00000101731,231,ENSMUST00000029588,186,NA,NA
EXOSC8_291,NA,NA,NA,NA,NA,NA,ENSMUST00000029316,291,ENST00000389704,291
EIF3B_780,NA,NA,NA,NA,NA,NA,ENSMUST00000100507,738,ENST00000360876,771
GOT1_186,NA,NA,FBtr0087231,186,NA,NA,NA,NA,ENST00000370508,129
TSPAN14_129,NA,NA,NA,NA,ENSDART00000078352,129,ENSMUST00000047652,129,NA,NA
MAGOH_18,NA,NA,NA,NA,NA,NA,ENSMUST00000030348,15,ENST00000371470,15
VTA1_488,NA,NA,NA,NA,ENSDART00000067053,417,ENSMUST00000154132,436,ENST00000367630,438
THOC2_381,NA,NA,NA,NA,ENSDART00000106626,372,ENSMUST00000047037,381,NA,NA
MIEN1_39,NA,NA,NA,NA,NA,NA,ENSMUST00000002655,39,ENST00000394231,39
HPF1_1113,YOL155C,1107,NA,NA,NA,NA,ENSMUST00000037190,78,NA,NA
VTA1_482,NA,NA,FBtr0072809,420,NA,NA,NA,NA,ENST00000367630,435
THOC1_1113,NA,NA,NA,NA,ENSDART00000124882,1110,ENSMUST00000025137,1104,NA,NA
CNOT1_510,NA,NA,NA,NA,ENSDART00000125459,510,ENSMUST00000098473,510,NA,NA
ENO1_300,NA,NA,NA,NA,NA,NA,ENSMUST00000080926,300,ENST00000234590,297
DDX23_501,NA,NA,NA,NA,ENSDART00000019620,462,ENSMUST00000003450,495,NA,NA
NOCT_684,NA,NA,NA,NA,NA,NA,ENSMUST00000023849,678,ENST00000280614,684
PSME1_650,NA,NA,NA,NA,NA,NA,ENSMUST00000174259,650,ENST00000382708,648
BASP1_21,NA,NA,NA,NA,NA,NA,ENSMUST00000058845,21,ENST00000322611,21
TNFRSF12A_234,NA,NA,NA,NA,NA,NA,ENSMUST00000024698,234,ENST00000326577,234
NEDD1_1902,NA,NA,NA,NA,NA,NA,ENSMUST00000020163,1809,ENST00000557644,1829
PAK1_36,NA,NA,NA,NA,ENSDART00000164724,33,ENSMUST00000033040,36,NA,NA
BCAS2_237,NA,NA,NA,NA,NA,NA,ENSMUST00000005830,237,ENST00000369541,237
CSDE1_807,NA,NA,NA,NA,NA,NA,ENSMUST00000029446,669,ENST00000438362,806
RNASEK_204,NA,NA,NA,NA,NA,NA,ENSMUST00000040428,87,ENST00000548577,203
DRG1_354,NA,NA,NA,NA,NA,NA,ENSMUST00000020741,354,ENST00000331457,354
RBM14_42,NA,NA,NA,NA,NA,NA,ENSMUST00000006625,42,ENST00000310137,42
GRB2_432,NA,NA,NA,NA,NA,NA,ENSMUST00000106497,432,ENST00000392564,432
SSR3_303,NA,NA,NA,NA,NA,NA,ENSMUST00000029414,303,ENST00000467789,302
PTPN14_450,NA,NA,NA,NA,NA,NA,ENSMUST00000097442,450,ENST00000543945,449
ATG9_349,YDL149W,336,FBtr0329958,207,NA,NA,NA,NA,NA,NA
UBA1_1740,YKL210W,1191,NA,NA,ENSDART00000054691,1296,NA,NA,NA,NA
KLHDC10_519,NA,NA,NA,NA,ENSDART00000002401,381,ENSMUST00000068259,519,NA,NA
AHNAK_4704,NA,NA,NA,NA,NA,NA,ENSMUST00000092956,4677,ENST00000378024,4314
TM9SF3_972,NA,NA,FBtr0077127,972,ENSDART00000041609,954,NA,NA,NA,NA
TAF7_219,YMR227C,219,FBtr0081756,108,NA,NA,NA,NA,NA,NA
CHAF1B_15,NA,NA,NA,NA,ENSDART00000079222,15,ENSMUST00000023666,15,NA,NA
SPTY2D1_1900,NA,NA,NA,NA,ENSDART00000073527,1653,ENSMUST00000061639,1803,NA,NA
AHSA1_738,NA,NA,NA,NA,NA,NA,ENSMUST00000021425,738,ENST00000216479,738
RUVBL2_1212,NA,NA,NA,NA,ENSDART00000078018,1212,ENSMUST00000107771,1209,NA,NA
AEBP2_942,NA,NA,NA,NA,ENSDART00000019518,714,ENSMUST00000087614,939,NA,NA
PPAT_879,NA,NA,NA,NA,ENSDART00000078385,879,ENSMUST00000140076,877,NA,NA
RANBP1_258,NA,NA,NA,NA,NA,NA,ENSMUST00000115645,27,ENST00000430524,256
DBF4_317,YDR052C,312,NA,NA,NA,NA,ENSMUST00000171808,283,NA,NA
COL6A1_2433,NA,NA,NA,NA,NA,NA,ENSMUST00000001147,2424,ENST00000361866,2433
RLIM_1104,NA,NA,NA,NA,ENSDART00000113567,1086,ENSMUST00000121153,969,ENST00000332687,990
LDHA_87,NA,NA,NA,NA,NA,NA,ENSMUST00000005051,87,ENST00000540430,86
RBPJ_321,NA,NA,NA,NA,NA,NA,ENSMUST00000037618,321,ENST00000514730,200
MRPS22_375,NA,NA,NA,NA,NA,NA,ENSMUST00000035034,372,ENST00000495075,374
MAPK14_942,NA,NA,NA,NA,NA,NA,ENSMUST00000004990,942,ENST00000229795,939
PDIA3_597,NA,NA,NA,NA,ENSDART00000171137,462,ENSMUST00000028683,597,ENST00000300289,597
USP10_1824,NA,NA,NA,NA,NA,NA,ENSMUST00000144458,45,ENST00000540269,44
GLO1_553,NA,NA,NA,NA,ENSDART00000099984,534,ENSMUST00000024823,546,NA,NA
GNB1_507,NA,NA,NA,NA,NA,NA,ENSMUST00000105616,507,ENST00000378609,507
RRS1_471,YOR294W,432,NA,NA,ENSDART00000125190,432,NA,NA,NA,NA
EIF4E2_33,NA,NA,NA,NA,NA,NA,ENSMUST00000050876,33,ENST00000258416,36
PRMT1_642,NA,NA,NA,NA,ENSDART00000012630,573,ENSMUST00000107843,645,ENST00000454376,644
COPRS_378,NA,NA,NA,NA,NA,NA,ENSMUST00000033839,345,ENST00000302362,378
KIF11_18,NA,NA,NA,NA,ENSDART00000024194,18,ENSMUST00000012587,15,NA,NA
PSMD14_672,NA,NA,NA,NA,NA,NA,ENSMUST00000028278,672,ENST00000409682,675
CCDC25_99,NA,NA,NA,NA,NA,NA,ENSMUST00000022614,99,ENST00000356537,102
PUM1_1662,NA,NA,NA,NA,ENSDART00000168263,1452,ENSMUST00000030315,1542,NA,NA
MINPP1_903,NA,NA,NA,NA,NA,NA,ENSMUST00000025827,903,ENST00000536010,320
ECT2_1143,NA,NA,NA,NA,NA,NA,ENSMUST00000108300,1143,ENST00000392692,1143
GUCD1_60,NA,NA,NA,NA,ENSDART00000098986,21,NA,NA,ENST00000402766,63
EXT2_1587,NA,NA,NA,NA,NA,NA,ENSMUST00000028623,1488,ENST00000395673,1587
SRP72_36,NA,NA,NA,NA,NA,NA,ENSMUST00000101087,33,ENST00000342756,33
DAPK3_707,NA,NA,NA,NA,NA,NA,ENSMUST00000178422,707,ENST00000545797,707
TPP2_988,NA,NA,NA,NA,ENSDART00000152173,988,ENSMUST00000087933,987,NA,NA
CDC34_193,NA,NA,NA,NA,NA,NA,ENSMUST00000020550,183,ENST00000586283,83
FIS1_168,NA,NA,NA,NA,NA,NA,ENSMUST00000019198,141,ENST00000223136,144
ITGAV_3108,NA,NA,NA,NA,NA,NA,ENSMUST00000028499,3096,ENST00000261023,3108
ARF5_48,NA,NA,NA,NA,ENSDART00000103467,48,NA,NA,ENST00000000233,48
TRAP1_1255,NA,NA,FBtr0086149,1137,NA,NA,ENSMUST00000006137,1179,NA,NA
UBE2W_495,NA,NA,NA,NA,NA,NA,ENSMUST00000117146,462,ENST00000419880,495
LAMB1_2092,NA,NA,NA,NA,NA,NA,ENSMUST00000002979,2088,ENST00000393561,2016
GNAS_30,NA,NA,NA,NA,NA,NA,ENSMUST00000087871,30,ENST00000354359,30
SEC16_2123,YPL085W,2097,FBtr0340105,744,NA,NA,NA,NA,NA,NA
SLC16A1_522,NA,NA,NA,NA,NA,NA,ENSMUST00000046212,522,ENST00000369626,522
SMARCA1_2598,NA,NA,NA,NA,NA,NA,ENSMUST00000101616,2559,ENST00000371121,2586
SURF4_45,NA,NA,NA,NA,NA,NA,ENSMUST00000015011,42,ENST00000371989,42
XPO1_171,NA,NA,NA,NA,NA,NA,ENSMUST00000102869,171,ENST00000401558,171
COL5A1_1005,NA,NA,NA,NA,NA,NA,ENSMUST00000028280,999,ENST00000371817,1005
POMP_135,NA,NA,FBtr0081414,105,ENSDART00000045124,132,NA,NA,NA,NA
PPP2CB_612,NA,NA,NA,NA,ENSDART00000162617,612,ENSMUST00000009774,609,NA,NA
MARCKSL1_294,NA,NA,NA,NA,NA,NA,ENSMUST00000062356,294,ENST00000329421,294
EZH2_2226,NA,NA,NA,NA,ENSDART00000024722,2220,ENSMUST00000081721,2178,NA,NA
MT-ND5_516,NA,NA,NA,NA,NA,NA,ENSMUST00000082418,516,ENST00000361567,516
MCM3_451,NA,NA,FBtr0070762,249,NA,NA,NA,NA,ENST00000596288,396
RACK1_159,NA,NA,NA,NA,NA,NA,ENSMUST00000020640,156,ENST00000512805,154
SF3B4_33,NA,NA,NA,NA,NA,NA,ENSMUST00000076372,33,ENST00000271628,33
IDH3B_204,NA,NA,NA,NA,NA,NA,ENSMUST00000028892,198,ENST00000474315,200
UPF1_1299,NA,NA,NA,NA,ENSDART00000021011,1197,ENSMUST00000075666,1275,NA,NA
ILF2_144,NA,NA,NA,NA,NA,NA,ENSMUST00000001042,144,ENST00000361891,144
GTF2B_822,NA,NA,NA,NA,ENSDART00000168022,822,NA,NA,ENST00000370500,822
TWF1_21,NA,NA,NA,NA,NA,NA,ENSMUST00000023087,21,ENST00000548315,20
NAA10_192,NA,NA,NA,NA,NA,NA,ENSMUST00000033763,192,ENST00000464845,191
OLFML3_480,NA,NA,NA,NA,NA,NA,ENSMUST00000029440,480,ENST00000320334,483
DHX9_960,NA,NA,NA,NA,NA,NA,ENSMUST00000042141,960,ENST00000367549,954
GART_33,NA,NA,NA,NA,NA,NA,ENSMUST00000023684,33,ENST00000381815,33
SLC12A2_2733,NA,NA,NA,NA,ENSDART00000169885,1707,ENSMUST00000115366,2715,NA,NA
APEX1_576,NA,NA,NA,NA,NA,NA,ENSMUST00000049411,573,ENST00000555414,575
EIF1B_60,NA,NA,NA,NA,NA,NA,ENSMUST00000007139,60,ENST00000232905,63
YTHDF2_21,NA,NA,NA,NA,ENSDART00000127043,21,ENSMUST00000152796,22,NA,NA
EFEMP2_94,NA,NA,NA,NA,NA,NA,ENSMUST00000165485,94,ENST00000531972,96
RCN1_387,NA,NA,NA,NA,NA,NA,ENSMUST00000006128,369,ENST00000054950,387
COG6_219,NA,NA,NA,NA,ENSDART00000158150,177,ENSMUST00000036665,201,NA,NA
MCM2_2812,NA,NA,NA,NA,ENSDART00000159629,2655,ENSMUST00000058011,2697,NA,NA
PLD3_186,NA,NA,NA,NA,NA,NA,ENSMUST00000117095,186,ENST00000409419,186
AHNAK_2247,NA,NA,NA,NA,NA,NA,ENSMUST00000092956,2232,ENST00000378024,2229
EXOSC1_372,NA,NA,NA,NA,NA,NA,ENSMUST00000075280,372,ENST00000370902,372
FASN_165,NA,NA,NA,NA,NA,NA,ENSMUST00000055655,165,ENST00000306749,165
UBE2M_318,NA,NA,NA,NA,NA,NA,ENSMUST00000005714,312,ENST00000253023,315
PGK1_75,NA,NA,NA,NA,NA,NA,ENSMUST00000081593,75,ENST00000373316,75
SOD1_27,YJR104C,24,NA,NA,NA,NA,NA,NA,ENST00000270142,30
RPL23A_392,NA,NA,NA,NA,NA,NA,ENSMUST00000102483,27,ENST00000394938,141
GHITM_121,NA,NA,NA,NA,NA,NA,ENSMUST00000165649,121,ENST00000372134,120
CKB_18,NA,NA,NA,NA,NA,NA,ENSMUST00000001304,18,ENST00000348956,18
METAP2_59,NA,NA,NA,NA,NA,NA,ENSMUST00000181217,59,ENST00000323666,60
EFTUD2_816,NA,NA,NA,NA,NA,NA,ENSMUST00000021306,810,ENST00000426333,808
KIF20A_681,NA,NA,NA,NA,ENSDART00000065337,672,ENSMUST00000166044,628,NA,NA
CCT8_186,YJL008C,183,NA,NA,ENSDART00000166348,189,NA,NA,NA,NA
N4BP2_4340,NA,NA,NA,NA,ENSDART00000087658,4086,ENSMUST00000087264,4005,NA,NA
SQLE_477,NA,NA,NA,NA,NA,NA,ENSMUST00000022977,471,ENST00000265896,477
PAPOLA_849,NA,NA,NA,NA,NA,NA,ENSMUST00000109901,849,ENST00000216277,849
IMP4_314,NA,NA,NA,NA,NA,NA,ENSMUST00000027303,303,ENST00000259239,303
CDR2_570,NA,NA,NA,NA,NA,NA,ENSMUST00000033169,567,ENST00000268383,570
RPS7_15,NA,NA,NA,NA,ENSDART00000126229,15,ENSMUST00000074267,15,NA,NA
SLC25A17_384,NA,NA,NA,NA,NA,NA,ENSMUST00000023040,384,ENST00000435456,383
NCAPD2_555,NA,NA,NA,NA,ENSDART00000169310,543,ENSMUST00000043848,558,NA,NA
DCTN2_690,NA,NA,NA,NA,NA,NA,ENSMUST00000026479,675,ENST00000434715,685
UBR5_2448,NA,NA,NA,NA,ENSDART00000035761,2448,ENSMUST00000110336,2445,NA,NA
CHP1_30,NA,NA,NA,NA,ENSDART00000130467,30,ENSMUST00000014221,30,NA,NA
CCNB1_1272,NA,NA,NA,NA,ENSDART00000063357,1167,ENSMUST00000072119,1260,NA,NA
ARMC1_717,NA,NA,NA,NA,NA,NA,ENSMUST00000029125,714,ENST00000276569,714
PPIA_358,NA,NA,NA,NA,NA,NA,ENSMUST00000132846,358,ENST00000468812,356
HMGA2_214,NA,NA,NA,NA,NA,NA,ENSMUST00000159699,214,ENST00000403681,213
COL5A2_717,NA,NA,NA,NA,NA,NA,ENSMUST00000086430,711,ENST00000374866,717
GPN1_267,NA,NA,NA,NA,NA,NA,ENSMUST00000076949,225,ENST00000264718,267
RABAC1_29,NA,NA,NA,NA,NA,NA,ENSMUST00000076961,15,ENST00000222008,15
NAA25_27,NA,NA,NA,NA,ENSDART00000158315,27,ENSMUST00000042163,27,NA,NA
MKLN1_24,NA,NA,NA,NA,NA,NA,ENSMUST00000026699,24,ENST00000352689,24
GSN_2058,NA,NA,NA,NA,NA,NA,ENSMUST00000028239,2049,ENST00000373818,2055
CSE1L_2277,NA,NA,NA,NA,NA,NA,ENSMUST00000002790,2277,ENST00000262982,2277
CNOT2_45,NA,NA,NA,NA,NA,NA,ENSMUST00000105267,45,ENST00000418359,45
STK38_819,NA,NA,NA,NA,NA,NA,ENSMUST00000009138,819,ENST00000229812,819
DAD1_69,NA,NA,NA,NA,ENSDART00000157899,69,NA,NA,ENST00000250498,69
QARS_702,NA,NA,NA,NA,NA,NA,ENSMUST00000006838,702,ENST00000306125,702
SRP72_297,YPL210C,276,FBtr0083911,273,NA,NA,NA,NA,NA,NA
CDC123_140,NA,NA,NA,NA,NA,NA,ENSMUST00000043864,96,ENST00000281141,96
MED14_1149,NA,NA,NA,NA,ENSDART00000011304,1083,ENSMUST00000096495,1146,NA,NA
AHCYL1_795,NA,NA,NA,NA,NA,NA,ENSMUST00000029490,789,ENST00000369799,789
SMC3_24,NA,NA,NA,NA,ENSDART00000019786,24,ENSMUST00000025930,24,NA,NA
SPTLC1_510,NA,NA,NA,NA,ENSDART00000167711,510,ENSMUST00000021920,435,NA,NA
SAFB_1979,NA,NA,NA,NA,ENSDART00000017838,1779,NA,NA,ENST00000588852,1883
BANF1_204,NA,NA,NA,NA,NA,NA,ENSMUST00000025762,201,ENST00000312175,201
EXOSC9_489,NA,NA,NA,NA,ENSDART00000002886,489,ENSMUST00000029269,492,NA,NA
POLR3E_19,NA,NA,NA,NA,ENSDART00000152346,19,ENSMUST00000033173,15,NA,NA
ORC1_150,NA,NA,FBtr0088959,135,ENSDART00000130492,138,NA,NA,NA,NA
IMPAD1_633,NA,NA,NA,NA,NA,NA,ENSMUST00000084949,627,ENST00000262644,633
TMED10_423,NA,NA,NA,NA,ENSDART00000060685,384,NA,NA,ENST00000303575,417
MSH2_165,YOL090W,162,NA,NA,ENSDART00000002465,162,NA,NA,NA,NA
KRR1_19,NA,NA,NA,NA,NA,NA,ENSMUST00000163048,16,ENST00000229214,21
CDC40_1152,NA,NA,NA,NA,ENSDART00000060432,1146,ENSMUST00000044166,1149,NA,NA
NARS_40,NA,NA,NA,NA,ENSDART00000144766,31,ENSMUST00000025483,42,NA,NA
PRDX6_309,NA,NA,NA,NA,NA,NA,ENSMUST00000071718,282,ENST00000340385,279
PDCD11_18,NA,NA,NA,NA,ENSDART00000124833,18,ENSMUST00000072141,18,NA,NA
CCPG1_1536,NA,NA,NA,NA,NA,NA,ENSMUST00000085350,1527,ENST00000442196,1529
MARCH6_2145,NA,NA,NA,NA,NA,NA,ENSMUST00000090227,2136,ENST00000274140,2139
ACOT7_658,NA,NA,NA,NA,NA,NA,ENSMUST00000167926,658,ENST00000377855,648
ALDOA_165,NA,NA,NA,NA,NA,NA,ENSMUST00000087566,165,ENST00000564595,165
CARM1_660,NA,NA,NA,NA,ENSDART00000006091,579,ENSMUST00000115394,660,NA,NA
SHCBP1_415,NA,NA,NA,NA,ENSDART00000165358,408,ENSMUST00000022945,255,NA,NA
RBX1_21,NA,NA,NA,NA,NA,NA,ENSMUST00000023036,21,ENST00000216225,21
IQGAP1_4923,NA,NA,NA,NA,ENSDART00000110283,4911,ENSMUST00000167377,4915,ENST00000268182,4914
ELOVL1_369,NA,NA,NA,NA,NA,NA,ENSMUST00000006557,369,ENST00000372458,369
MYOF_1647,NA,NA,NA,NA,NA,NA,ENSMUST00000041475,1608,ENST00000359263,1647
FAT1_13408,NA,NA,NA,NA,NA,NA,ENSMUST00000191428,13361,ENST00000614102,13362
IGFBP3_577,NA,NA,NA,NA,NA,NA,ENSMUST00000135887,556,ENST00000381083,573
EIF4G2_3088,NA,NA,NA,NA,NA,NA,ENSMUST00000162415,103,ENST00000526148,103
MFGE8_768,NA,NA,NA,NA,NA,NA,ENSMUST00000032825,759,ENST00000268150,525
STUB1_69,NA,NA,FBtr0080027,30,NA,NA,NA,NA,ENST00000219548,69
SZRD1_156,NA,NA,NA,NA,NA,NA,ENSMUST00000102487,144,ENST00000401088,144
PCBP2_18,NA,NA,NA,NA,NA,NA,ENSMUST00000077037,18,ENST00000359462,21
DIS3_2766,NA,NA,FBtr0084605,2547,NA,NA,NA,NA,ENST00000377767,2523
ORC6_207,NA,NA,NA,NA,ENSDART00000113732,123,ENSMUST00000034132,123,NA,NA
TUBB4B_261,NA,NA,NA,NA,NA,NA,ENSMUST00000043584,261,ENST00000340384,261
PRDX5_189,NA,NA,NA,NA,NA,NA,ENSMUST00000149261,181,ENST00000265462,186
API5_965,NA,NA,NA,NA,ENSDART00000152705,965,ENSMUST00000028617,963,ENST00000531273,963
MATR3_343,NA,NA,NA,NA,NA,NA,ENSMUST00000166793,343,ENST00000361059,345
ATP6V1C1_702,NA,NA,NA,NA,NA,NA,ENSMUST00000022904,702,ENST00000395862,702
ZBTB8OS_53,NA,NA,NA,NA,NA,NA,ENSMUST00000141235,17,ENST00000468695,53
GFPT1_36,NA,NA,NA,NA,NA,NA,ENSMUST00000032057,36,ENST00000357308,36
DNAJC11_39,NA,NA,NA,NA,NA,NA,ENSMUST00000062904,39,ENST00000377577,39
MRPL39_573,NA,NA,NA,NA,NA,NA,ENSMUST00000116584,561,ENST00000307301,570
PSMC6_972,NA,NA,NA,NA,NA,NA,ENSMUST00000022380,930,ENST00000445930,971
OGDH_159,NA,NA,NA,NA,NA,NA,ENSMUST00000093350,159,ENST00000444676,158
DLAT_923,NA,NA,NA,NA,NA,NA,ENSMUST00000034567,909,ENST00000280346,912
LYAR_1179,NA,NA,NA,NA,ENSDART00000166173,948,NA,NA,ENST00000452476,1121
SEC61G_121,NA,NA,NA,NA,ENSDART00000144203,25,NA,NA,ENST00000395535,27
STRIP1_369,NA,NA,NA,NA,ENSDART00000110048,369,ENSMUST00000064759,255,NA,NA
RPLP0_60,NA,NA,NA,NA,ENSDART00000073462,60,NA,NA,ENST00000392514,63
MYC_69,NA,NA,NA,NA,NA,NA,ENSMUST00000022971,69,ENST00000621592,67
TRAP1_379,NA,NA,FBtr0086149,261,NA,NA,NA,NA,ENST00000246957,324
UTP6_81,YDR449C,78,NA,NA,NA,NA,NA,NA,ENST00000261708,81
C1D_537,NA,NA,NA,NA,NA,NA,ENSMUST00000000594,417,ENST00000407324,531
DUSP1_783,NA,NA,NA,NA,NA,NA,ENSMUST00000025025,750,ENST00000239223,750
KRT8_426,NA,NA,NA,NA,ENSDART00000081215,390,NA,NA,ENST00000552150,404
RPL4_651,NA,NA,NA,NA,ENSDART00000060363,642,ENSMUST00000034966,642,NA,NA
RRP15_70,NA,NA,NA,NA,NA,NA,ENSMUST00000001339,69,ENST00000366932,63
NUDCD3_514,NA,NA,NA,NA,NA,NA,ENSMUST00000066496,501,ENST00000355451,495
PRMT1_138,NA,NA,NA,NA,ENSDART00000012630,69,ENSMUST00000107843,138,NA,NA
RAB6A_111,NA,NA,NA,NA,NA,NA,ENSMUST00000032946,111,ENST00000310653,111
P4HB_333,NA,NA,NA,NA,ENSDART00000169035,321,ENSMUST00000026122,330,NA,NA
